"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Application of RXD Algorithm to Word Vector Representation for Keyword Identification","A. Sumarsono","Department of Computer Engineering, California State University, East Bay, Hayward, USA",2020 10th Annual Computing and Communication Workshop and Conference (CCWC),"12 Mar 2020","2020","","","0306","0310","Word embeddings in Natural Language Processing have seen exponential growth in recent years. Various methods have been developed to map words into vector space representations while preserving semantic and syntactic relationships. These methods have been successfully applied to a variety of applications, such as information retrieval and document classification. One such method, based on a co-occurrence matrix, is Global Vectors for Word Representation (GloVe). This paper proposes to apply RXD algorithm, an unsupervised hyperspectral image processing anomaly detection algorithm, to the vector representation of words generated by GloVe. The output will be keywords that identify some of the essential ideas in a corpus. Experimental results show that RXD outperforms the standard cosine similarity method in finding anomalous words that capture important ideas contained in documents represented by multi-dimensional word vectors.","","978-1-7281-3783-4","10.1109/CCWC47524.2020.9031139","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9031139","GloVe;Machine Learning;Natural Language Processing;Artificial Intelligence;RXD;Anomaly Detection;Keyword Identification","Hyperspectral imaging;Anomaly detection;Covariance matrices;Eigenvalues and eigenfunctions;Natural language processing;Semantics;Volcanoes","","1","","15","IEEE","12 Mar 2020","6-8 Jan. 2020","6-8 Jan. 2020","IEEE","IEEE Conferences"
"Enhancing Lecturer Performance Insights: A Machine Learning Framework for Predicting Student Evaluations","M. F. B. Zakaria; A. I. Hajamydeen; R. A. A. Helmi","School of Graduate Studies, Management and Science University, Shah Alam, Selangor; Artificial Intelligent & Cyber Security Centre, Management and Science University, Shah Alam, Selangor; School of Graduate Studies, Management and Science University, Shah Alam, Selangor",2025 IEEE 15th Symposium on Computer Applications & Industrial Electronics (ISCAIE),"22 Jul 2025","2025","","","291","296","This paper is to Assessing lecturer performance is crucial for upholding educational standards and promoting academic excellence. Conventional student feedback surveys, although commonly used, frequently suffer from bias, variability, and manual inefficiencies. This research introduces a machine learning framework aimed at automating and improving lecturer performance evaluation by utilizing both quantitative survey information and qualitative student insights. The framework integrates data preprocessing, exploratory data analysis, and feature engineering to ready student evaluation data for predictive modeling. A range of machine learning methods, such as regression models, decision trees, ensemble techniques, and neural networks, are evaluated to determine the most efficient strategy. Furthermore, natural language processing (NLP) methods are employed to analyze open-ended feedback, drawing out valuable information that enhances numerical ratings. Experimental findings illustrate that the suggested approach successfully forecasts lecturer performance while mitigating biases and inconsistencies that characterize traditional assessments. Clustering techniques organize courses according to student feedback, sentiment analysis quantifies qualitative feedback, and topic classification highlights subject-specific patterns. The system delivers a scalable, unbiased, and automated solution for ongoing faculty evaluation, providing actionable insights for institutional decision-making. This research advances the development of technology-based educational assessment, facilitating more precise and data-informed lecturer evaluations.","2836-4317","979-8-3315-2166-0","10.1109/ISCAIE64985.2025.11081167","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11081167","Higher education;Artificial intelligence;Course Evaluation;Machine learning;Teaching Quality;Student Feedback;Survey;Decision Making","Surveys;Performance evaluation;Sentiment analysis;Education;Decision making;Machine learning;Predictive models;Numerical models;Standards;Regression tree analysis","","1","","10","IEEE","22 Jul 2025","24-25 May 2025","24-25 May 2025","IEEE","IEEE Conferences"
"The Role of Color Complexity and Socialness of Listings in Crowdfunding Success","S. J. Barnes","Newcastle University Business School, Newcastle University, Newcastle Upon Tyne, United Kingdom","2022 International Conference on Electrical, Computer, Communications and Mechatronics Engineering (ICECCME)","30 Dec 2022","2022","","","1","5","Listing images provide important initial unstructured information on candidate projects to potential backers on crowdfunding platforms. Color psychology theory suggests that complex images containing a diverse palette with very different colors are likely to be less attractive to individuals. However, listings that convey social cues are likely to be more attractive through the generation of a social connection with the user. This paper tests the predictive value of a model combining variables from both theoretical perspectives to predict crowdfunding success. The study uses a data set of 176,614 projects from Kickstarter. Listing images were analyzed using various AI and machine learning techniques. Several text features were also extracted from the listing text. The predictive model used logistic regression, while controlling for a variety of additional factors, and found support for the influence of socialness and color complexity on crowdfunding success. The model has considerable predictive value and explained 56.4% of variance, with an area under the curve of 94%, and an accuracy of 85%. Implications for future research and practice are explored.","","978-1-6654-7095-7","10.1109/ICECCME55909.2022.9988543","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9988543","visual coherence perspective;small palette principal;socialness;crowdfunding;machine learning;big data","Visualization;Mechatronics;Image color analysis;Psychology;Coherence;Predictive models;Feature extraction","","1","","31","IEEE","30 Dec 2022","16-18 Nov. 2022","16-18 Nov. 2022","IEEE","IEEE Conferences"
"Python Feature Engineering Cookbook: Over 70 recipes for creating, engineering, and transforming features to build machine learning models","S. Galli",NA,"Python Feature Engineering Cookbook: Over 70 recipes for creating, engineering, and transforming features to build machine learning models","","2022","","","","","Create end-to-end, reproducible feature engineering pipelines that can be deployed into production using open-source Python librariesKey FeaturesLearn and implement feature engineering best practicesReinforce your learning with the help of multiple hands-on recipesBuild end-to-end feature engineering pipelines that are performant and reproducibleBook DescriptionFeature engineering, the process of transforming variables and creating features, albeit time-consuming, ensures that your machine learning models perform seamlessly. This second edition of Python Feature Engineering Cookbook will take the struggle out of feature engineering by showing you how to use open source Python libraries to accelerate the process via a plethora of practical, hands-on recipes. This updated edition begins by addressing fundamental data challenges such as missing data and categorical values, before moving on to strategies for dealing with skewed distributions and outliers. The concluding chapters show you how to develop new features from various types of data, including text, time series, and relational databases. With the help of numerous open source Python libraries, you'll learn how to implement each feature engineering method in a performant, reproducible, and elegant manner. By the end of this Python book, you will have the tools and expertise needed to confidently build end-to-end and reproducible feature engineering pipelines that can be deployed into production.What you will learnImpute missing data using various univariate and multivariate methodsEncode categorical variables with one-hot, ordinal, and count encodingHandle highly cardinal categorical variablesTransform, discretize, and scale your variablesCreate variables from date and time with pandas and Feature-engineCombine variables into new featuresExtract features from text as well as from transactional data with FeaturetoolsCreate features from time series data with tsfreshWho this book is forThis book is for machine learning and data science students and professionals, as well as software engineers working on machine learning model deployment, who want to learn more about how to transform their data and create new features to train machine learning models in a better way.","","9781804615393","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10163183.pdf&bkn=10163183&pdfType=book","","","","","","","","27 Jun 2023","","","Packt Publishing","Packt Publishing eBooks"
"Sentiment Analysis on Twitter Dataset using Voting Classifier","H. Pal; B. Bhushan","Department of Computer Science and Engineering, School of Engnieering and Technology, Sharda University, Greater Noida, India; Department of Computer Science and Engineering, School of Engnieering and Technology, Sharda University, Greater Noida, India",2024 International Conference on Electrical Electronics and Computing Technologies (ICEECT),"4 Nov 2024","2024","1","","1","6","Social media platforms like Twitter is now widely used by everyone, where everyone post their opinions regarding products, ongoing trends, politics etc. Sentiment analysis helps to identify the emotional tone of texts. Sentiment analysis of twitter can help to plays an important role to determine and understanding the sentiments, towards various topics, events and trends. This work performs the sentiment analysis on twitter dataset ""Sentiment140"", a widely used benchmark dataset. Additionally, we explore various techniques for data preprocessing, including text cleaning, tokenization, and feature extraction done by TF-IDF using various techniques such as TF-IDF. Machine Learning models include Multinomial Naive Bayes, Logistic Regression and Gradient Boosting classifier are used for prediction and then these models passed to an Ensemble methodology technique. Voting Classifier is used as an ensemble technique which gives the optimal output than the baseline models.","","979-8-3503-7809-2","10.1109/ICEECT61758.2024.10739316","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10739316","Sentiment Analysis;TF-IDF;Ensemble methodology;Gradient Boosting","Sentiment analysis;Logistic regression;Analytical models;Social networking (online);Blogs;Predictive models;Market research;Boosting;Bayes methods;Convolutional neural networks","","","","25","IEEE","4 Nov 2024","29-31 Aug. 2024","29-31 Aug. 2024","IEEE","IEEE Conferences"
"Interpretation Discrimination Model Integrating Statistical Features and Deep Semantic Features","D. Ge; J. Gao","School of Computer Science and Technology, Heilongjiang Institute of Technology, Harbin, China; School of Computer Science and Technology, Harbin Engineering University, Harbin, China",2025 10th International Conference on Cyber Security and Information Engineering (ICCSIE),"5 Feb 2026","2025","","","455","460","In order to solve the problem that it is difficult for deep learning models to capture complex statistical features, this paper proposes a paraphrase discriminant model that integrates statistical features and deep semantic representation. For statistical features, the traditional text distance feature is used. In terms of deep semantic representation, static word representation based on Word2Vector, dynamic word representation based on ELMo, and paraphrased text semantic representation extracted by pre-trained language model are used. The paraphrased text features were used to learn the feature weights by using the logistic regression model to realize the interpretation discrimination. In this paper, experiments are carried out on the public Chinese paraphrasing discriminant LCQMC data set. Experimental results show that the proposed model based on BERT and statistical features has an accuracy of 89% and an F1 score of 89.3% in text interpretation. Compared with the deep learning interpretation model, this method has certain performance improvement.","","979-8-3315-8572-3","10.1109/ICCSIE65832.2025.00084","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11368976","statistical features;deep semantic features;LR;BERT model;interpretation","Deep learning;Training;Analytical models;Logistic regression;Accuracy;Semantics;Feature extraction;Computer crime;Optimization","","","","15","IEEE","5 Feb 2026","23-25 July 2025","23-25 July 2025","IEEE","IEEE Conferences"
"Android Malicious Code Detection Strategy Based on Deep Learning","Y. Fu; H. Wang","Department of Computer Science and Technology, Tongji University, Shanghai, China; Department of Computer Science and Technology, Tongji University, Shanghai, China","2025 5th International Conference on Neural Networks, Information and Communication Engineering (NNICE)","15 Jul 2025","2025","","","1046","1052","With the widespread adoption of smartphones and the extensive use of the Android operating system, malware attacks have become a significant security issue, threatening users' privacy, data security, and device stability. Traditional malware detection methods largely rely on simple machine learning algorithms. However, as malware attack techniques become increasingly sophisticated, the limitations of these traditional methods have become more evident. This paper proposes a hybrid model framework combining Long Short-Term Memory (LSTM) networks and Feedforward Neural Networks (FNN), with the introduction of a Ridge Regression auxiliary model to reduce overfitting and improve classification performance through regularization. The proposed model has been experimentally evaluated on multiple publicly available Android malware datasets, such as Drebin and Android_Malware. Experimental results show that the LSTM + FNN + Ridge Regression model outperforms traditional machine learning methods, such as Support Vector Machines (SVM) and Random Forest, across multiple datasets. Moreover, when compared to the latest models, such as Transformer, the proposed model still demonstrates strong competitiveness. Through comparisons with traditional machine learning methods and Transformer-based models, it has been shown that the proposed model not only achieves better performance in terms of precision, recall, and other metrics, but also has an efficient training process and strong scalability.","","979-8-3315-0796-1","10.1109/NNICE64954.2025.11063848","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11063848","Deep Learning;Malware Detection;LSTM;FNN;Ridge Regression","Training;Support vector machines;Deep learning;Operating systems;Feature extraction;Transformers;Malware;Feedforward neural networks;Long short term memory;Unsupervised learning","","","","15","IEEE","15 Jul 2025","10-12 Jan. 2025","10-12 Jan. 2025","IEEE","IEEE Conferences"
"CBTC on-board signal fault diagnosis method based on LightGBM classification","L. Chai; J. Zhang; W. Shangguan; X. Xiao; X. Li; M. Nie","School of Electronic and Information Engineering the State Key Laboratory of Rail Traffic Control, Beijing Jiaotong University, Beijing, PR China; School of Electronic and Information Engineering, Beijing Jiaotong University, Beijing, PR China; School of Electronic and Information Engineering the State Key Laboratory of Rail Traffic Control, Beijing Jiaotong University, Beijing, PR China; Traffic Control Research Institute Traffic Control Technology Co., Ltd., Beijing, PR China; China Railway Society, Beijing, PR China; Material Supplying Dept., State Grid Beijing Procurement Company, Beijing, PR China",2022 China Automation Congress (CAC),"13 Mar 2023","2022","","","4404","4409","Aiming at the problem that the semantics of CBTC on-board equipment fault record text is not precise and the word redundancy, which makes it difficult to trace the cause of the fault, this paper proposes a CBTC on-board signal fault diagnosis method based on LightGBM classification. Firstly, the relationship between appearance and fault is analyzed by combining the knowledge graph search formed by manually combing the text; then, TF-IDF is used to extract the original text features, and Doc2vec is used to realize text vectorization. The actual fault text records are divided into training sets and testing sets. The LightGBM classifier is trained to obtain the classification and diagnosis model, and 1133 testing sets are tested and verified. The results show that the accuracy of classification diagnosis of the method proposed in this paper is 90.2%, which is 17.8% higher than that of SVM classification diagnosis and conforms to the manual graph fault analysis link.","2688-0938","978-1-6654-6533-5","10.1109/CAC57257.2022.10055845","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10055845","CBTC on-board equipment;fault classification and diagnosis;knowledge graph;LightGBM","Support vector machines;Fault diagnosis;Training;Semantics;Redundancy;Knowledge graphs;Manuals","","","","14","IEEE","13 Mar 2023","25-27 Nov. 2022","25-27 Nov. 2022","IEEE","IEEE Conferences"
"A Deep Learning Approach for Fake News Detection using CNN","S. Dash; S. S. Bhuyan; S. K. Dash; R. Agarwal; S. Mohanty","Odisha University of Technology and Research, Bhubaneshwar, India; Odisha University of Technology and Research, Bhubaneshwar, India; Odisha University of Technology and Research, Bhubaneshwar, India; School of Engineering Technology, DRIEMS University, Cuttack, India; School of Engineering Technology, DRIEMS University, Cuttack, India","2025 International Conference on Cognitive, Green and Ubiquitous Computing (IC-CGU)","21 Jan 2026","2025","","","1","6","Social media platforms provide an easy way to get the news, but their lack of thorough editing and verification of content allows fake news to spread at a very fast and alarming rate. Fake news might lead to very serious consequences for the society, at times even causing public outcry, panic, emotional torture, and in the worst case, death. Thus, it becomes very important to check the trustworthiness of the news. In the past, the identification of misinformation was mostly dependent on the use of traditional data mining and machine learning methods like linear regression and decision tree classifiers. But with the technological progress, deep learning models like CNNs, RNNs, ANNs, and BERT, along with natural language processing techniques involving data preprocessing and word embeddings have all contributed to a great extent to the improvement of the ability to evaluate the trustworthiness of the information. In this present work, we put forward a technique for recognizing fake news and its application on Twitter, one amongst the widely used social media platforms. Here a CNN model is used to classify Twitter tweets, whether they are real or fake. The accuracy of the proposed model is 92.15% on the FakeNews dataset, marking a notable advance in the battle of keeping the information in the digital realm intact.","","979-8-3315-8676-8","10.1109/IC-CGU67042.2025.11338030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11338030","Fake news detection;glove word embeddings;natural language processing;deep learning;convolutional neural network;social media","Deep learning;Social networking (online);Blogs;Linear regression;Data preprocessing;Ubiquitous computing;Natural language processing;Convolutional neural networks;Decision trees;Fake news","","","","21","IEEE","21 Jan 2026","10-11 Oct. 2025","10-11 Oct. 2025","IEEE","IEEE Conferences"
"Detecting Misleading Information on COVID-19","M. K. Elhadad; K. F. Li; F. Gebali","Department of Electrical and Computer Engineering, University of Victoria, V8W 2Y2, Canada; Department of Electrical and Computer Engineering, University of Victoria, V8W 2Y2, Canada; Department of Electrical and Computer Engineering, University of Victoria, V8W 2Y2, Canada",IEEE Access,"18 Sep 2020","2020","8","","165201","165215","This article addresses the problem of detecting misleading information related to COVID-19. We propose a misleading-information detection model that relies on the World Health Organization, UNICEF, and the United Nations as sources of information, as well as epidemiological material collected from a range of fact-checking websites. Obtaining data from reliable sources should assure their validity. We use this collected ground-truth data to build a detection system that uses machine learning to identify misleading information. Ten machine learning algorithms, with seven feature extraction techniques, are used to construct a voting ensemble machine learning classifier. We perform 5-fold cross-validation to check the validity of the collected data and report the evaluation of twelve performance metrics. The evaluation results indicate the quality and validity of the collected ground-truth data and their effectiveness in constructing models to detect misleading information.","2169-3536","","10.1109/ACCESS.2020.3022867","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9189767","Coronavirus;COVID-19;fake news detection;infodemic;misleading information;pandemic;SARS-CoV-2;social media;social networks;text classification;text mining;web mining;WHO","Feature extraction;Social network services;Reliability;Machine learning algorithms;Diseases;Machine learning;Data models","","139","","65","CCBY","9 Sep 2020","2020","","IEEE","IEEE Journals"
"Combination of Neural Networks and Conditional Random Fields for Efficient Resume Parsing","C. H. Ayishathahira; C. Sreejith; C. Raseek","Dept. of CSE, Govt. Engg. College, Palakkad, India; Calpine Labs, UVJ Technologies, Kochi, India; Dept. of CSE, Govt. Engg. College, Palakkad, India","2018 International CET Conference on Control, Communication, and Computing (IC4)","11 Nov 2018","2018","","","388","393","Resume parsing is a technique to extract useful information from resumes for further processing such as resume ranking and selection. Different companies process thousands of resumes during their recruitment process using traditional methods like manual processing and by providing unique resume templates to applicants. The current job recruitment horizon demands better approaches for efficient resume parsing technologies and methods. Even though there are many elementary techniques for parsing the structured documents, they are not suitable for parsing unstructured documents like resumes. The ongoing approaches for resume parsing mainly use regular expressions, chunking, keyword based models and entity recognition models. Relevant to this context, this paper proposes a system for resume parsing using deep learning models such as the convolutional neural network (CNN), Bi-LSTM (Bidirectional Long Short-Term Memory) and Conditional Random Field (CRF). CNN Model is used for classifying different segments in a resume. CRF and Bi-LSTM-CNN models were used for sequence labeling inorder to tag different entities. Pre-trained Glove model is used for word embedding. The proposed system could classify a resume into three segments and extract 23 fields.","","978-1-5386-4966-4","10.1109/CETIC4.2018.8530883","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8530883","Bidirectional long short-term memory;Conditional random field;Convolutional neural network;Deep learning;Glove;Neural network;Segmentation;Word embedding","Resumes;Hidden Markov models;Computational modeling;Data mining;Information retrieval;Data models;Recruitment","","33","","21","IEEE","11 Nov 2018","5-7 July 2018","5-7 July 2018","IEEE","IEEE Conferences"
"Movie Success Prediction Using ML","N. Darapaneni; C. Bellarmine; A. R. Paduri; S. Entoori; A. Kumar; S. V. Vybhav; K. Mondal","AIML Great Learning, Northwestern University, Illinois, USA; AIML Great Learning, Bangalore, India; AIML Great Learning, Mumbai, India; AIML Great Learning, Bangalore, India; AIML Great Learning, Bangalore, India; AIML Great Learning, Bangalore, India; AIML Great Learning, Bangalore, India","2020 11th IEEE Annual Ubiquitous Computing, Electronics & Mobile Communication Conference (UEMCON)","25 Dec 2020","2020","","","0869","0874","Movies continue to be a major source of entertainment in any country. However, this industry also incurs a lot of losses when the movie does not perform at the Box Office. Our solution will try to predict the success rate of a movie by doing predictive analysis on the various features of the movie. Our model will predict the Success, based on different attributes / features of the movie. i.e. Movie crew (including director producer, music director), Movie plot (Storyline), Box-Office revenue, Audience and Critics reviews / ratings. In this paper a detailed study of machine learning algorithms such as Random Forest, DecisionTree, K-NearestNeighbours (KNN), NLP, XGBoost Classifier and Deep Neural Network were done and were implemented on IMDB dataset for predicting Success of movies. Based on the results, XGBoost Classifier gave best accuracy.","","978-1-7281-9656-5","10.1109/UEMCON51285.2020.9298145","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9298145","machine learning;classification;movies;Prediction;Imdb Data","Motion pictures;Social networking (online);Data models;Entertainment industry;Production;Linear regression;Biological neural networks","","14","","16","IEEE","25 Dec 2020","28-31 Oct. 2020","28-31 Oct. 2020","IEEE","IEEE Conferences"
"Performance Analysis of Deepfake Text Detection Techniques on Social-media","A. Gaur; S. K. Singh; P. Saxena","University School of Automation & Robotics, Guru Gobind Singh Indraprastha University, Delhi, India; University School of Automation & Robotics, Guru Gobind Singh Indraprastha University, Delhi, India; Department of Information Technology, ABES Engineering College, Ghaziabad, India",2024 International Conference on Distributed Computing and Optimization Techniques (ICDCOT),"8 May 2024","2024","","","1","6","In the last few years, there has been remarkable progress in the domain of natural language generation & understanding. This has led to the development of enhanced text generation capability of machines that can generate spurious text or deepfake text. The technology may be exploited to change and shape public sentiment on social media. Therefore, mechanisms to detect deepfake text is a crucial task. The study emphasizes on detection of deepfake text on social media platform X (formerly Twitter). It presents the performance of machine learning classifiers Logistic regression (LR), XGB classifier, and AdaBoost classifier, utilizing feature engineering methods Term Frequency (TF) and Term Frequency-Inverse Document Frequency (TF-IDF). Deep learning methods such as Dense Neural Networks (DNN), Bi-directional Long Short-Term Memory (Bi-LSTM), and Convolutional Neural Networks (CNN)in addition to state-of-the-art models and variants such as Bi-Directional Encoder Representations from Transformers (BERT), DistilBERT & RoBERTa are also a part of study, leading to 89.17% accuracy in deepfake text detection.","","979-8-3503-8295-2","10.1109/ICDCOT61034.2024.10515626","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10515626","Deepfake;Text Classification;Deep learning;Tweets;convolution neural networks","Deepfakes;Social networking (online);Shape;Neural networks;Text detection;Bidirectional control;Transformers","","4","","32","IEEE","8 May 2024","15-16 March 2024","15-16 March 2024","IEEE","IEEE Conferences"
"A Data-driven Affective Text Classification Analysis","S. P. Ardakani; C. Zhou; X. Wu; Y. Ma; J. Che","School of Computer Science, University of Nottingham, Ningbo, China; School of Computer Science, University of Nottingham, Ningbo, China; School of Computer Science, University of Nottingham, Ningbo, China; School of Computer Science, University of Nottingham, Ningbo, China; School of Computer Science, University of Nottingham, Ningbo, China",2021 20th IEEE International Conference on Machine Learning and Applications (ICMLA),"25 Jan 2022","2021","","","199","204","Affective texts play a key role in sentiment classification/prediction and decision making. They are being increasingly used to form and/or share sentiments in financial, economic and/or political applications. However, the processing time is exponentially increased for large affective textual datasets. Moreover, casual expressions such as emoji, slang, abbreviation and misspelling words usually make data analysis (i.e., text classification) complicated. This paper proposes a pipeline model consisting of data pre-processing, feature extraction and classification model training to classify affective text datasets. It offers three contributions including Emoji recovery, misspelling word correction and abbreviation translation that results in maximised classification accuracy. A rigorous experimental plan is designed to evaluate the performance of the proposed approach according to three factors including dataset size (i.e., small, medium and large), NLP feature extraction technique (i.e., TF-IDF, word2vec and BERT) and classification model (i.e., MLP, Logistic Regression, Naive Bayes and SVM). In addition, the proposed approach is compared with a well-known Deep Learning sentiment analysis approach, named sentimentDLmodel, which addresses a pre-trained sentiment analysis. According to the results, the proposed approach significantly outperforms benchmarks in terms of classification model accuracy for most cases.","","978-1-6654-4337-1","10.1109/ICMLA52953.2021.00038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9680184","big data;sentiment analysis;Spark;NLP;social media datasets","Deep learning;Training;Sentiment analysis;Social networking (online);Pipelines;Text categorization;Bit error rate","","4","","45","IEEE","25 Jan 2022","13-16 Dec. 2021","13-16 Dec. 2021","IEEE","IEEE Conferences"
"Attentive Neural Network for Named Entity Recognition in Vietnamese","K. Anh Nguyen; N. Dong; C. -T. Nguyen","Hung Vuong University; FPT Technology Research Institute; National Key Laboratory for Novel Software Technology, Nanjing University",2019 IEEE-RIVF International Conference on Computing and Communication Technologies (RIVF),"16 May 2019","2019","","","1","6","We propose an attentive neural network for the task of named entity recognition in Vietnamese. The proposed attentive neural model makes use of character-based language models and word embeddings to encode words as vector representations. A neural network architecture of encoder, attention, and decoder layers is then utilized to encode knowledge of input sentences and to label entity tags. The experimental results show that the proposed attentive neural network achieves the state-of-the-art results on the benchmark named entity recognition datasets in Vietnamese in comparison to both hand-crafted features based models and neural models.","2162-786X","978-1-5386-9313-1","10.1109/RIVF.2019.8713740","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8713740","named entity recognition;neural network;conditional random fields","Hidden Markov models;Task analysis;Decoding;Neural networks;Adaptation models;Feature extraction;Road transportation","","3","","14","IEEE","16 May 2019","20-22 March 2019","20-22 March 2019","IEEE","IEEE Conferences"
"An improved embedding matching model for Chinese word segmentation","X. Deng; Y. Sun","Sensor Network and Application Research Center, University of Chinese Academy of Sciences, Beijing, China; University of the Chinese Academy of Sciences, Beijing, Beijing, CN",2018 International Conference on Artificial Intelligence and Big Data (ICAIBD),"28 Jun 2018","2018","","","195","200","To date, various deep neural network based models have been extensively applied in Chinese word segmentation (CWS) task, however, some of these models either consume so much time to train, or perform weakly without additional dictionary or training corpus. In this paper, we proposed an improved embedding matching model for CWS, which achieved 0.4% and 0.5% improvement of F1-Measure respectively on PKU and MSR dataset compared to the original model. Also, our proposed model achieved 0.77% improvement of F1-Measure and 2.59% improvement of weighted F1-Measure on the NLPCC dataset. The improved model outperforms most of previous models on the F1 measure of segmentation performance, and consumes less time to train and test. After improvement, the model can be a better choice in practical use for its exceedingly fast convergence and excellent performance.","","978-1-5386-6987-7","10.1109/ICAIBD.2018.8396193","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8396193","Chinese word segmentation;deep neural network;embedding matching model","Hidden Markov models;Feature extraction;Viterbi algorithm;Task analysis;Decoding;Training;Neural networks","","1","","20","IEEE","28 Jun 2018","26-28 May 2018","26-28 May 2018","IEEE","IEEE Conferences"
"HLM-BXR: A Hybrid Learning Model Using BERT, XGBoost, and Random Forest for Spam Detection","A. Vinnela; A. Chhabra","School of Computer Science and Engineering, Lovely Professional University, Punjab, India; School of Computer Science and Engineering, Lovely Professional University, Punjab, India","2025 International Conference on Electronics, AI and Computing (EAIC)","11 Aug 2025","2025","","","1","6","Text classification belongs to natural language processing NLP as an important fundamental assignment that functions for spam recognition and sentiment measurement purposes. Traditional machine learning systems have difficulty capturing meaningful relationships that exist within text data. This research develops a mixed learning system based on ensemble methods and deep learning, which strengthens classification effectiveness. This model unites BERT embeddings with XGBoost and Random Forest classifiers, then uses a logistic regression meta-model for prediction enhancement. The research uses an email database where each document is labeled spam or ham. The combination of proposed hybrid model shows a high accuracy of 96.9% which proves superior to standalone classifiers. As shown by this approach deep learning features extracted by ensemble learning produce an effective and efficient classification framework for systems. The upcoming research will look into both improving the hyperparameters and applying new meta-learning strategies to boost performance rates.","","979-8-3315-5358-6","10.1109/EAIC66483.2025.11101379","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11101379","Text classification;BERT embeddings;ensemble learning;XGBoost;Random Forest;spam detection;metalearning","Logistic regression;Accuracy;Unsolicited e-mail;Computational modeling;Text categorization;Static VAr compensators;Feature extraction;Natural language processing;Ensemble learning;Random forests","","","","19","IEEE","11 Aug 2025","5-7 June 2025","5-7 June 2025","IEEE","IEEE Conferences"
"Emotion Trajectories in Cinematic Narratives: A Transformer-Based Analysis","V. S. K. Sudabathula; B. K. M. Naik; S. Ismail; S. H. Mattaparty; G. D. Arora; G. S. Yadav","Department of Artificial Intelligence & Machine Learning, Vardhaman College of Engineering, Hyderabad, India; Department of Artificial Intelligence & Machine Learning, Vardhaman College of Engineering, Hyderabad, India; Department of Artificial Intelligence & Machine Learning, Vardhaman College of Engineering, Hyderabad, India; Department of Artificial Intelligence & Machine Learning, Vardhaman College of Engineering, Hyderabad, India; Department of Artificial Intelligence & Machine Learning, Vardhaman College of Engineering, Hyderabad, India; Department of Artificial Intelligence & Machine Learning, Vardhaman College of Engineering, Hyderabad, India","2024 First International Conference on Software, Systems and Information Technology (SSITCON)","20 Dec 2024","2024","","","1","7","This paper introduces a novel method for analyzing movie dialogues to predict characters’ primary emotions and the overall emotional tone of a film. Using natural language processing, we assess dialogues across emotional dimensions such as happiness, sadness, anger, fear, and more. Our approach involves collecting and preprocessing movie scripts, followed by building emotion classification models. By examining the context, sentiment, and linguistic features of dialogues, we predict character emotions and aggregate them to map the emotional trajectory of the movie. Diverging from traditional rating prediction models, our method aligns emotional experiences from movie scripts with reviewer feedback for improved accuracy. We also propose a sentimentbased movie recommender system that matches users’ emotions with film sentiments, offering a unique alternative to existing recommendation systems. Through extensive evaluation, our approach contributes to affective computing and provides deeper insights into the emotional structure of cinematic narratives.","","979-8-3503-5293-1","10.1109/SSITCON62437.2024.10797104","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10797104","natural language processing (NLP);machine learning (ml);support vector machine (SVM);k-nearest neighbours (KNN);logistic regression;random forest;sentiment analysis;reviewer text;categorization;predictive tasks","Analytical models;Affective computing;Visualization;Accuracy;Computational modeling;Motion pictures;Transformers;Vectors;Trajectory;Recommender systems","","","","25","IEEE","20 Dec 2024","18-19 Oct. 2024","18-19 Oct. 2024","IEEE","IEEE Conferences"
