"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Multi-Model News Classification using BERT Features and Class-Balanced Resampling Techniques","K. R. Kumar; R. K. Chinnam; V. S. Desanamukula; A. I. Pathan; N. R. Babu; G. C. Babu","Department of CSE, Vignan’s Institute of Information Technology, Visakhapatnam, Andra Pradesh, India; Department of AI&ML, Aditya University, Surampalem, India; Department of CSE, Lakireddy Bali Reddy College of Engineering, Mylavaram, India; Dept of Computer Engineering, PSGVPM's D.N.Patel College of Engineering, Nandurbar, Maharashtra, India; Department of EEE, Aditya University, Surampalem, India; Dept of CSE, Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad, Telangana, India",2025 3rd International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),"24 Sep 2025","2025","","","80","86","This paper presents a robust framework for automated news classification using transformer-based embeddings and deep neural models, enhanced through resampling techniques. The methodology begins with text preprocessing and feature extraction using BERT, followed by class balancing using both SMOTE and Random Oversampling. The balanced datasets are used to train a series of machine learning models, including Logistic Regression, Random Forest, and Gradient Boosting, as well as deep learning models such as 1D-CNN, LSTM, and a hybrid CNN-LSTM network. Experiments conducted on the BBC News dataset demonstrate that the hybrid CNN-LSTM model achieved the highest performance, with an accuracy of 94.10% and an F1-score of 94.00% on the SMOTE-balanced data. Traditional machine learning models also showed competitive performance, with Gradient Boosting reaching up to 94.00% accuracy. The comparison between resampling methods revealed that SMOTE consistently led to better classification outcomes. The proposed approach effectively combines contextual feature extraction and deep learning, making it a promising solution for scalable and accurate news classification.","","979-8-3315-1250-7","10.1109/ICSCDS65426.2025.11167483","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11167483","News Classification;BERT;SMOTE;CNN-LSTM;Deep Learning;Text Categorization","Deep learning;Logistic regression;Accuracy;Computational modeling;Boosting;Transformers;Feature extraction;Data models;Random forests;Long short term memory","","","","15","IEEE","24 Sep 2025","6-8 Aug. 2025","6-8 Aug. 2025","IEEE","IEEE Conferences"
"Improving the Classification of Arabic Tweet Sentiment Using Word Embedding Models","G. Kanaan; M. Dabaeen; R. K. Kanaan; G. Kanaan; S. Altrahat; I. Atoum","Department of Data Science and Artificial Intelligence, Al-Zaytoonah University of Jordan, Amman, Jordan; Department of Data Science and Artificial Intelligence, Al-Zaytoonah University of Jordan, Amman, Jordan; Facutly of Business, Al-Zaytoonah University of Jordan, Amman, Jordan; Department of Business Analytics, Oakland University, Michigan, USA; Department of Data Science and Artificial Intelligence, Al-Zaytoonah University of Jordan, Amman, Jordan; Department of Data Science and Artificial Intelligence, Al-Zaytoonah University of Jordan, Amman, Jordan",2025 12th International Conference on Information Technology (ICIT),"1 Jul 2025","2025","","","349","352","Enhancing the Classification of Sentiments in Arabic Tweets through Word Embedding Models Sentiment analysis in Arabic tweets is applied in this research using word embedding techniques. The primary objective is to determine how to classify Arabic tweets as positive or negative. The analysis was based on a dataset of 4,546 Arabic tweets obtained from Kaggle. The word embedding model (e.g. Word2Vec and GloVe) was used to facilitate the analysis because its semantic meaning and relations of words were better than what was provided through traditional methods like TF-IDF. To analyze the data, some of the classification techniques that were used include logistic regression, decision trees, and support vector machines. The results of the study showed that SVM has the best accuracy at 87%, followed by decision trees at 80%, and then logistic regression at 85%. This demonstrates that word embedding simulation models are effective for Arabic sentiment analysis on social networking sites. With 80% decision trees, word embedding greatly aided pyramid computing’s divergence modulation, which allows for sentiment and mining analyses of Middle Eastern users’ social activities. SVM performed well at the more sensitive and sophisticated tasks of opinion and market research analysis involving the Arabic language. Even so, a more precise classification can be performed with the application of deep learning algorithms or a hybrid model in future work.","2831-3399","979-8-3315-0894-4","10.1109/ICIT64950.2025.11049175","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11049175","Sentiment Analysis of Arabic Text;Embedding of Words;Automatically Text Categorization;Support Vector Machine Classification;Natural Language Processing","Deep learning;Sentiment analysis;Logistic regression;Analytical models;Accuracy;Social networking (online);Text categorization;Support vector machine classification;Classification algorithms;Decision trees","","","","18","IEEE","1 Jul 2025","27-30 May 2025","27-30 May 2025","IEEE","IEEE Conferences"
"Fault Signals Reconstruct for Hand Kinematic Measurement Based on Compressed Sensing","J. Samkunta; P. Ketthong; N. T. Mai; K. Hashikura; M. A. Samad Kamal; I. Murakami; K. Yamada","Graduate School of Science and Technology Gunma University, Kiryu, Japan; Graduate School of Science and Technology Gunma University, Kiryu, Japan; Department of Electrical and Electronic 1, Posts and Telecommunications Institute of Technology Institute of Technology, Hanoi, Vietnum; Division of Mechanical Science and Technology, Gunma University, Kiryu, Japan; Division of Mechanical Science and Technology, Gunma University, Kiryu, Japan; Division of Mechanical Science and Technology, Gunma University, Kiryu, Japan; Division of Mechanical Science and Technology, Gunma University, Kiryu, Japan","2024 21st International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology (ECTI-CON)","30 Jul 2024","2024","","","1","5","The measurement of hand kinematics is typically achieved through various approaches, such as data gloves, multiple cameras and optical trackers. These methods find applications in diverse fields, including 3D modeling, robotics, rehabilitation, and physiotherapy. However, each approach necessitates a significant number of sensors for accurate hand kinematic measurement. Data gloves, in particular, are prone to calibration issues, and they may encounter missing information due to fault sensors. Defects in these sensors can lead to safety and accuracy issues, especially in the context of using hand kinematics to control robots, particularly in remote surgery as shown that hand kinematic reconstruction is significant to enhance the efficiency and accuracy of hand kinematic analysis across various applications. This paper focuses on hand kinematic signals reconstruction from fault sensors using only measured signals, employing a compressed sensing technique. The proposed sparse sensor placement technique aims to reconstruct all fault signals with suitable accuracy by utilizing measured signals. To evaluate the performance of proposed methods, The Percentage Root-Mean-Square Difference (PRD) used to compare reconstructed signals with ground truth. The results of average PRD shown that the number of faulty sensors directly affects the quality of the reconstruction. As the number of faulty sensors increases, the performance of the reconstruction tends to decrease.","2837-6471","979-8-3503-8155-9","10.1109/ECTI-CON60892.2024.10594947","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10594947","hand kinematics;fault sensors;signals reconstruction;compressed sensing","Accuracy;Three-dimensional displays;Atmospheric measurements;Kinematics;Optical variables measurement;Data gloves;Particle measurements","","","","23","IEEE","30 Jul 2024","27-30 May 2024","27-30 May 2024","IEEE","IEEE Conferences"
"Spoken language biomarkers for detecting cognitive impairment","T. Alhanai; R. Au; J. Glass","Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA; The Framingham Heart Study, Framingham, MA, USA; Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA",2017 IEEE Automatic Speech Recognition and Understanding Workshop (ASRU),"25 Jan 2018","2017","","","409","416","In this study we developed an automated system that evaluates speech and language features from audio recordings of neuropsychological examinations of 92 subjects in the Framingham Heart Study. A total of 265 features were used in an elastic-net regularized binomial logistic regression model to classify the presence of cognitive impairment, and to select the most predictive features. We compared performance with a demographic model from 6,258 subjects in the greater study cohort (0.79 AUC), and found that a system that incorporated both audio and text features performed the best (0.92 AUC), with a True Positive Rate of 29% (at 0% False Positive Rate) and a good model fit (Hosmer-Lemeshow test > 0.05). We also found that decreasing pitch and jitter, shorter segments of speech, and responses phrased as questions were positively associated with cognitive impairment.","","978-1-5090-4788-8","10.1109/ASRU.2017.8268965","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8268965","cognitive impairment;regression;feature selection;elastic-net;spoken language","Speech;Dementia;Feature extraction;Logistics;Vocabulary;Standards;Jitter","","34","","47","IEEE","25 Jan 2018","16-20 Dec. 2017","16-20 Dec. 2017","IEEE","IEEE Conferences"
"Domain-Embeddings Based DGA Detection with Incremental Training Method","X. Fang; X. Sun; J. Yang; X. Liu","Beijing National Research Center for Information Science and Technology, Institute for Network Sciences and Cyberspace Tsinghua University, Beijing, China; Beijing National Research Center for Information Science and Technology, Institute for Network Sciences and Cyberspace Tsinghua University, Beijing, China; Beijing National Research Center for Information Science and Technology, Institute for Network Sciences and Cyberspace Tsinghua University, Beijing, China; National Computer Network Emergency Response Technical, Team/Coordination Center, Beijing, China",2020 IEEE Symposium on Computers and Communications (ISCC),"12 Oct 2020","2020","","","1","6","DGA-based botnet, which uses Domain Generation Algorithms (DGAs) to evade supervision, has become a part of the most destructive threats to network security. Over the past decades, a wealth of defense mechanisms focusing on domain features have emerged to address the problem. Nonetheless, DGA detection remains a daunting and challenging task due to the big data nature of Internet traffic and the potential fact that the linguistic features extracted only from the domain names are insufficient and the enemies could easily forge them to disturb detection. In this paper, we propose a novel DGA detection system which employs an incremental word-embeddings method to capture the interactions between end hosts and domains, characterize time-series patterns of DNS queries for each IP address and therefore explore temporal similarities between domains. We carefully modify the Word2Vec algorithm and leverage it to automatically learn dynamic and discriminative feature representations for over 1.9 million domains, and develop an simple classifier for distinguishing malicious domains from the benign. Given the ability to identify temporal patterns of domains and update models incrementally, the proposed scheme makes the progress towards adapting to the changing and evolving strategies of DGA domains. Our system is evaluated and compared with the state-of-art system FANCI and two deep-learning methods CNN and LSTM, with data from a large university’s network named TUNET. The results suggest that our system outperforms the strong competitors by a large margin on multiple metrics and meanwhile achieves a remarkable speed-up on model updating.","2642-7389","978-1-7281-8086-1","10.1109/ISCC50000.2020.9219664","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9219664","Domain-Embeddings;DGA Detection;Word2vec;Incremental Training","Training;Measurement;Heuristic algorithms;Focusing;Network security;Linguistics;Feature extraction","","11","","24","IEEE","12 Oct 2020","7-10 July 2020","7-10 July 2020","IEEE","IEEE Conferences"
"Comparative Analysis of Machine Learning Algorithms for Arabic Sentiment Analysis on Imbalanced Social Media Data","B. Almuhaya; B. Saha; M. Kaur; M. A. Bazel; R. Mohammed","School of CSE, Lovely Professional University, Phagwara, Punjab, India; School of CSE, Lovely Professional University, Phagwara, Punjab, India; School of CSE, Lovely Professional University, Phagwara, Punjab, India; Faculty of Engineering and Information Technology, Taiz University, Taiz, Yemen; Software Engineering Dept, Taiz University, Taiz, Yemen",2024 ASU International Conference in Emerging Technologies for Sustainability and Intelligent Systems (ICETSIS),"19 Mar 2024","2024","","","1362","1367","Sentiment analysis is crucial in understanding public opinions and attitudes on social media platforms. However, dealing with imbalanced datasets, especially in the context of Arabic sentiment analysis, poses significant challenges. In this study, we utilize five well-known machine learning algorithms: support vector machine, logistic regression, random forest, multinomial naive Bayes, and Knearest neighbors, in combination with appropriate preprocessing techniques and pipelines, such as text cleaning, normalization, tokenization, and feature extraction using TFIDF vectorizer. Additionally, we addressed the imbalanced data issue through synthetic minority over-sampling technique and random under-sampling. The evaluation was conducted on the SS2030 Twitter dataset, consisting about 2,436 and 1,816 positive and negative tweets in Arabic. This study provides insights into the performance of various algorithms and the effectiveness of sampling techniques in mitigating the challenges posed by imbalanced data in Arabic sentiment analysis.","","979-8-3503-7222-9","10.1109/ICETSIS61505.2024.10459389","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10459389","Sentiment Analysis;Imbalanced Datasets;Arabic Sentiment Analysis;Machine Learning Algorithms;Text Preprocessing;Sampling Techniques","Support vector machines;Sentiment analysis;Analytical models;Machine learning algorithms;Social networking (online);Blogs;Sampling methods","","6","","21","IEEE","19 Mar 2024","28-29 Jan. 2024","28-29 Jan. 2024","IEEE","IEEE Conferences"
"Uncovering Linguistic Patterns: A Machine Learning Exploration for Early Dementia Detection in Speech Transcripts","A. Shakeri; S. A. Freja; Y. Hallaj; M. Farmanbar","Department of Electrical Engineering and Computer Science, University of Stavanger, Stavanger, Norway; Department of Electrical Engineering and Computer Science, University of Stavanger, Stavanger, Norway; Department of Electrical Engineering and Computer Science, University of Stavanger, Stavanger, Norway; Department of Electrical Engineering and Computer Science, University of Stavanger, Stavanger, Norway",2024 4th International Conference on Applied Artificial Intelligence (ICAPAI),"31 May 2024","2024","","","1","8","Dementia, a prevalent neurodegenerative disorder, demands early detection for effective intervention and support. This paper leverages machine learning and deep learning models to diagnose dementia based on linguistic patterns in speech transcripts. Utilizing datasets from DementiaBank, namely the Pitt Corpus and ADReSS Challenge, we pre-process data, extract linguistic features, and apply 10-fold cross-validation. Classical models (Logistic Regression, Random Forest, K-Nearest Neighbors, Support Vector Machine, Multinomial Naive Bayes) demonstrate varied accuracies, with Random Forest leading at 0.90. Transfer learning using BERT models (bert-base-uncased, distilbert-base-uncased) showcases promising results, with bert-base-uncased-LR3 achieving 0.79 accuracy. This paper underscores the effectiveness of machine learning and transfer learning in dementia detection.","","979-8-3503-4976-4","10.1109/ICAPAI61893.2024.10541296","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10541296","Machine learning;Cross validation;Natural language processing;Transfer Learning;BERT;Dementia","Support vector machines;Logistic regression;Transfer learning;Machine learning;Medical services;Linguistics;Feature extraction","","4","","22","IEEE","31 May 2024","16-16 April 2024","16-16 April 2024","IEEE","IEEE Conferences"
"Machine Learning Approaches for Analyzing Bank Customer Complaints","D. B. Arasy; S. E. T. Widjaja; I. S. Edbert; D. Suhartono","Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, Indonesia","2024 International Conference on Computer Engineering, Network, and Intelligent Multimedia (CENIM)","19 Feb 2025","2024","","","1","6","Proper customer service is the key to increasing customer retention and brand credibility in financial banks. This can be achieved by helping solve customers” issues through their complaints. This study explores the application of traditional machine learning models to classify bank customer complaints. Using the dataset from the CFPB database, this research implements four ML models to handle this task: Multinomial Naïve Bayes, Random Forest Classifier, Stochastic Gradient Descent Classifier, and Logistic Regression. The dataset first underwent preprocessing steps to clean irrelevant data using Natural Language Processing and the features were extracted using Term Frequency-Inverse Document Frequency. After evaluating the baseline results, hyperparameter tuning is implemented using GridSearchCV to analyze improvements in performance for each model. The results show that LGR achieves the best performance out of all, with the highest accuracy score: 0.827 and an F1-score: 0.825. In conclusion, traditional machine learning models have the potential to provide a cost-efficient solution for classifying bank customer complaints.","","979-8-3503-6880-2","10.1109/CENIM64038.2024.10882707","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10882707","Bank;Machine Learning;Customer Comolaint;Classification;NLP;TF-IDF","Deep learning;Logistic regression;Accuracy;Databases;Computational modeling;Stochastic processes;Machine learning;Feature extraction;Classification algorithms;Tuning","","1","","25","IEEE","19 Feb 2025","19-20 Nov. 2024","19-20 Nov. 2024","IEEE","IEEE Conferences"
"Suicide Ideation Detection: Harnessing Machine and Deep Learning for Early Risk Identification","H. Gupta; K. K. Gola; S. Kumar; Mridula; P. Kumar; N. Jee","COER University, Roorkee, Uttarakhand, India; COER University, Roorkee, Uttarakhand, India; COER University, Roorkee, Uttarakhand, India; COER University, Roorkee, Uttarakhand, India; COER University, Roorkee, Uttarakhand, India; COER University, Roorkee, Uttarakhand, India",2023 6th International Conference on Contemporary Computing and Informatics (IC3I),"26 Jan 2024","2023","6","","1555","1562","The prevalence of suicide and depression has become a growing concern worldwide. Early detection of individuals at risk plays a crucial role in providing timely interventions and support. In this study, we explore the effectiveness of various machine and deep learning methods for the task of suicide and depression detection using the Suicide and Depression Detection dataset obtained from Kaggle. The dataset comprises 232,074 unique instances with two target classes. Through extensive experimentation, we observed that Support Vector Machines (SVM) achieved the highest accuracy of 95%, closely followed by Logistic Regression with an accuracy of 93.96%. Additionally, Random Forest, Passive Aggressive Classifier (PAC), and Long Short-Term Memory (LSTM) demonstrated competitive performances, achieving accuracies of 93%, 93%, and 92.84%, respectively. 1D Convolutional Neural Network (CNN) yielded an accuracy of 92.73%. Our findings highlight the potential of these models in identifying individuals at risk of suicide and depression, contributing towards proactive mental health care initiatives. Furthermore, the combination of 1D CNN and LSTM achieved an accuracy of 92.26%. These results emphasize the effectiveness of these models and their potential impact on proactive mental health care initiatives.","","979-8-3503-0448-0","10.1109/IC3I59117.2023.10397942","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10397942","suicide detection;depression detection;machine learning;deep learning;SVM;logistic regression;random forest;CNN;LSTM","Support vector machines;Deep learning;Mental health;Depression;Picture archiving and communication systems;Convolutional neural networks;Random forests","","","","29","IEEE","26 Jan 2024","14-16 Sept. 2023","14-16 Sept. 2023","IEEE","IEEE Conferences"
"Developing a Scalable Phishing Detection Framework Using URL and Content Features","A. M. A. H. B. P. Ayup; Y. S. Mey; S. H. B. A. R. Suliman; S. H. M. Ali","School of Computing and Informatics, Universiti Teknologi Brunei, Brunei Darussalam; School of Computing and Informatics, Universiti Teknologi Brunei, Brunei Darussalam; Faculty of Computing and Informatics, MultiMedia University, Cyberjaya, Selangor, Malaysia; School of Computing and Informatics, Brunei Darussalam",2025 7th International Conference on Applied Computational Intelligence in Information Systems (ACIIS),"26 Feb 2026","2025","","","1","6","Phishing attacks pose a significant threat to internet security, exploiting digital vulnerabilities to steal Personal Identification Information (PII), credentials, and financial data through sophisticated technological and psychological tactics. This paper proposes a Scalable Signature-Based Phishing Detection Framework utilizing blocklists and access lists, integrating URL and content-based features, employing Machine Learning algorithms (Random Forest, Logistic Regression, Decision Tree, NaÏve Bayes, Support Vector Machine), incorporating browser extensions for real-time detection, and using Docker containers with Kubernetes for threat isolation and scalability. This research provides robust security measures adaptable to emerging phishing tactics.","","979-8-3315-8877-9","10.1109/ACIIS66255.2025.11402992","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11402992","Phishing;Signature-based (Blocklist;Accesslist);URLs;Content-Based;Machine Learning;Classification Algorithm;Random Forest;Logistic Regression;Decision Tree;Naïve Bayes;Support Vector Machine;Web-Browser Extension;Docker Container;Cybersecurity","Uniform resource locators;Support vector machines;Logistic regression;Phishing;Containers;Feature extraction;Blocklists;Bayes methods;Decision trees;Random forests","","","","28","IEEE","26 Feb 2026","20-22 Oct. 2025","20-22 Oct. 2025","IEEE","IEEE Conferences"
"Grasp Prediction Toward Naturalistic Exoskeleton Glove Control","R. Chauhan; B. Sebastian; P. Ben-Tzvi","Robotics and Mechatronics Lab, Mechanical Engineering Department, Virginia Polytechnic Institute and State University, Blacksburg, USA; Robotics and Mechatronics Lab, Mechanical Engineering Department, Virginia Polytechnic Institute and State University, Blacksburg, USA; Robotics and Mechatronics Lab, Mechanical Engineering Department, Virginia Polytechnic Institute and State University, Blacksburg, USA",IEEE Transactions on Human-Machine Systems,"16 Jan 2020","2020","50","1","22","31","This paper presents accurate grasp prediction algorithms that can be used for naturalistic, synergistic control of exoskeleton gloves with minimal user input. Recent research in exoskeleton systems has focused mainly on the development of novel soft or hard mechanical designs and actuation systems for rehabilitative and assistive applications. On the other hand, estimating user intent for intelligent grasp assistance is a problem that has remained largely unaddressed. As demonstrated by existing studies, the complex motions of human hand can be mapped to a latent space, thereby reducing perceived noise in individual joint angles as well as the number of variables upon which the prediction must be performed. To this extent, we present two latent space grasp prediction algorithms for intelligent exoskeleton glove control. The first presented algorithm is based on a linear regression to determine the slope and prediction horizon. The second algorithm is based on a Gaussian process trajectory matching where the trajectory of the grasping motion is probabilistically compared to existing data in order to form a prediction. Both algorithms were tested on published motion data collected from healthy subjects. In addition, the experimental validation of the algorithms was done using the RML glove (Robotics and Mechatronics Lab), which yielded similar prediction accuracy as compared to the simulation results. The proposed prediction algorithm can act as the backbone for a shifting authority controller that simultaneously amplifies the user's motion while guiding them toward their desired grasp. Preliminary work in this direction is also described in the paper, with directions for future research.","2168-2305","","10.1109/THMS.2019.2938139","Eunice Kennedy Shriver National Institute of Child Health and Human Development; National Institutes of Health(grant numbers:R21HD095027); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8844777","Exoskeleton;grasping;haptics;man-machine system;orthosis;upper limb","Prediction algorithms;Exoskeletons;Principal component analysis;Sensors;Electromyography;Trajectory;Grasping","","15","","30","IEEE","19 Sep 2019","Feb. 2020","","IEEE","IEEE Journals"
"Predicting Stance Polarity and Intensity in Cyber Argumentation With Deep Bidirectional Transformers","J. W. Sirrianni; X. Liu; D. Adams","Department of Computer Science and Computer Engineering, University of Arkansas, Fayetteville, AR, USA; College of Engineering, Southern Illinois University, Carbondale, IL, USA; Department of Sociology and Criminology, University of Arkansas, Fayetteville, AR, USA",IEEE Transactions on Computational Social Systems,"28 May 2021","2021","8","3","655","667","In online deliberation, participants argue in support or opposition to one another's arguments and ideas to advocate their position. Often their stance expressed in their posts is implicit and must be derived from the post's text. Existing stance detection models predict the polarity of the user's stance from the text, but do not consider the stance's intensity. We introduce a new research problem, stance polarity, and intensity prediction in response relationships between posts. This problem seeks to predict both the stance polarity and intensity of a replying post toward its parent post in online deliberation. Using our cyber argumentation platform, we have collected an empirical data set with explicitly labeled stance polarity and intensity relationships. In this work, we create six models: five are adapted from top-performing stance detection models and another novel model that fine-tunes the deep bidirectional transformer model BERT. We train and test these six models on our empirical data set to compare their performance for stance polarity and intensity prediction and stance detection. Our results demonstrate that our method of encoding the stance polarity and intensity labels allows the models to predict stance polarity and intensity without compromising their accuracy for stance detection, making these models more versatile. Our results reveal that a novel split architecture for fine-tuning the BERT model outperforms the other models for stance polarity and intensity prediction by 5% accuracy. This work is the first to train models for predicting both the stance polarity and intensity in one combined task while maintaining good accuracy.","2329-924X","","10.1109/TCSS.2021.3056596","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9353851","Cyber argumentation;stance detection;stance prediction","Predictive models;Adaptation models;Bit error rate;Task analysis;Social networking (online);Encoding;Data models","","10","","72","IEEE","12 Feb 2021","June 2021","","IEEE","IEEE Journals"
"Revisiting Image-Language Networks for Open-Ended Phrase Detection","B. A. Plummer; K. J. Shih; Y. Li; K. Xu; S. Lazebnik; S. Sclaroff; K. Saenko","Department of Computer Science, Boston University, Boston, MA, USA; NVIDIA Corporation, Santa Clara, CA, USA; Department of Computer Science, Boston University, Boston, MA, USA; Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL, USA; Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL, USA; Department of Computer Science, Boston University, Boston, MA, USA; Department of Computer Science, Boston University, Boston, MA, USA",IEEE Transactions on Pattern Analysis and Machine Intelligence,"4 Mar 2022","2022","44","4","2155","2167","Most existing work that grounds natural language phrases in images starts with the assumption that the phrase in question is relevant to the image. In this paper we address a more realistic version of the natural language grounding task where we must both identify whether the phrase is relevant to an image and localize the phrase. This can also be viewed as a generalization of object detection to an open-ended vocabulary, introducing elements of few- and zero-shot detection. We propose an approach for this task that extends Faster R-CNN to relate image regions and phrases. By carefully initializing the classification layers of our network using canonical correlation analysis (CCA), we encourage a solution that is more discerning when reasoning between similar phrases, resulting in over double the performance compared to a naive adaptation on three popular phrase grounding datasets, Flickr30K Entities, ReferIt Game, and Visual Genome, with test-time phrase vocabulary sizes of 5K, 32K, and 159K, respectively.","1939-3539","","10.1109/TPAMI.2020.3029008","Defense Advanced Research Projects Agency; National Science Foundation(grant numbers:IIS-1724237,CNS-1629700,CCF-1723379,IIS-1718221,IIS-1563727); Amazon Research Award; AWS ML Research Award; Google; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9215037","Vision and language;phrase grounding;object detection;representation learning","Task analysis;Grounding;Visualization;Feature extraction;Benchmark testing;Detectors;Vocabulary","Algorithms;Language;Natural Language Processing;Vocabulary","10","","54","IEEE","6 Oct 2020","1 April 2022","","IEEE","IEEE Journals"
"The Sarcasm Detection in News Headlines Based on Machine Learning Technology","M. Zanchak; V. Vysotska; S. Albota","Information Systems and Networks Department, Lviv Polytechnic National University, Lviv, Ukraine; Information Systems and Networks Department, Lviv Polytechnic National University, Lviv, Ukraine; Applied Linguistics Department, Lviv Polytechnic National University, Lviv, Ukraine",2021 IEEE 16th International Conference on Computer Sciences and Information Technologies (CSIT),"27 Dec 2021","2021","1","","131","137","The work focuses on creating a program for determining sarcasm in news headlines using machine learning methods. This paper develops a program for determining sarcasm in the text in Python. The introduction describes the relevance, scientific novelty, and practical value of the developed program. The paper analyses research on the definition of sarcasm in the text and considers the main problems faced by previous scientists in predicting sarcastic statements. A dataset taken from the Kaggle site, where news headlines from two American websites are collected, is perfect for our task. Logistic regression and Bayesian classifier, simple tokenisation and vectors extraction based on TF-IDF, and neural networks creation such as LSTM and GRU were chosen. Glove and Word2Vec methods were selected for weight extraction. The data have been analysed. The program's design has been described, and its structure, the analysis of results of experimenters and work of the created models, have been carried out. The best accuracy was shown by the neural network model with scales created using the Glove method: 80.5%. The following model of the Bayesian classifier using TF-IDF vectors: 78.9%. Next is a model of a neural network with scales created using the Word2Vec method: 77.2%. Following neural network without weights: 76.6%. The lowest logical regression model in the table using TF-IDF vectors: 74%.","2766-3639","978-1-6654-4257-2","10.1109/CSIT52700.2021.9648710","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9648710","sarcasm definition;machine learning;logistic regression;Bayesian classifier;neural network;sarcasm detection;sentiment analysis","Deep learning;Conferences;Computational modeling;Neural networks;Data models;Bayes methods;Task analysis","","8","","20","IEEE","27 Dec 2021","22-25 Sept. 2021","22-25 Sept. 2021","IEEE","IEEE Conferences"
"A Multi-Stage Machine Learning and Fuzzy Approach to Cyber-Hate Detection","L. Ketsbaia; B. Issac; X. Chen; S. M. Jacob","Department of Computer and Information Sciences, Northumbria University, Newcastle upon Tyne, U.K.; Department of Computer and Information Sciences, Northumbria University, Newcastle upon Tyne, U.K.; Department of Computer and Information Sciences, Northumbria University, Newcastle upon Tyne, U.K.; School of Computing, Engineering & Digital Technologies, Teesside University, Middlesbrough, U.K.",IEEE Access,"12 Jun 2023","2023","11","","56046","56065","Social media has revolutionized the way individuals connect and share information globally. However, the rise of these platforms has led to the proliferation of cyber-hate, which is a significant concern that has garnered attention from researchers. To combat this issue, various solutions have been proposed, utilizing Machine learning and Deep learning techniques such as Naive Bayes, Logistic Regression, Convolutional Neural Networks, and Recurrent Neural Networks. These methods rely on a mathematical approach to distinguish one class from another. However, when dealing with sentiment-oriented data, a more “critical thinking” perspective is needed for accurate classification, as it provides a more realistic representation of how people interpret online messages. Based on a literature review conducted to explore efficient classification techniques, this study applied two machine learning classifiers, Multinomial Naive Bayes and Logistic Regression, to four online hate datasets. The results of the classifiers were optimized using bio-inspired optimization techniques such as Particle Swarm Optimization and Genetic Algorithms, in conjunction with Fuzzy Logic, to gain a deeper understanding of the text in the datasets.","2169-3536","","10.1109/ACCESS.2023.3282834","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10143650","Cyberbullying;fuzzy logic;logistic regression;multinomial Naive Bayes;PSO;VADER","Cyberbullying;Machine learning;Genetic algorithms;Feature extraction;Multimedia Web sites;Fuzzy logic;Random forests;Bayes methods","","6","","63","CCBYNCND","5 Jun 2023","2023","","IEEE","IEEE Journals"
