"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Story Point Estimation for Agile Projects Using K-Medoids Clustering and Weighted K-Nearest Neighbor Regression","A. R. James; W. Luhur; Meiliana","Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, Indonesia",2025 Tenth International Conference on Informatics and Computing (ICIC),"30 Dec 2025","2025","","","1","6","Accurate story point estimation is critical for Agile sprint planning, but traditional methods are often inconsistent and machine learning alternatives can be overly complex. We propose a simple framework that estimates story points directly from user story descriptions. Our method uses TF-IDF vectorization and Non-Negative Matrix Factorization (NMF) to extract features, followed by k-medoids clustering to group similar issues. Within each cluster, a weighted k-nearest neighbors (k-NN) regression model predicts the story points. We evaluated our approach on a dataset of 21,140 issues from 26 open-source projects. Experimental results demonstrate that adding NMF to the TF-IDF pipeline provides negligible gains in accuracy. However, using weighted k-NN regression—especially with TF - IDF features alone—consistently outperforms simpler estimators like the cluster mean or median. Our findings suggest this streamlined framework offers a practical balance of simplicity and accuracy for Agile teams.","","979-8-3315-7583-0","10.1109/ICIC68054.2025.11309563","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11309563","story point estimation;software measurement;weighted k-NN;feature extraction;tawos","Accuracy;Pipelines;Estimation;Nearest neighbor methods;Predictive models;Feature extraction;Probabilistic logic;Planning;Software measurement;Informatics","","","","20","IEEE","30 Dec 2025","9-10 Oct. 2025","9-10 Oct. 2025","IEEE","IEEE Conferences"
"A Survey: Traffic Sign Recognition System using Learning Techniques","P. Sharma; P. Devare; A. Rasal; S. Kale; G. Jadhav","Department of Computer Engineering, (SKNCOE- Vadgaon), SPPU Pune, Pune, India; Department of Computer Engineering, (SKNCOE- Vadgaon), SPPU Pune, Pune, India; Department of Computer Engineering, (SKNCOE- Vadgaon), SPPU Pune, Pune, India; Department of Computer Engineering, (SKNCOE- Vadgaon), SPPU Pune, Pune, India; Department of Computer Engineering, (SKNCOE- Vadgaon), SPPU Pune, Pune, India",2024 IEEE 4th International Conference on ICT in Business Industry & Government (ICTBIG),"13 Mar 2025","2024","","","1","6","A very important aspect of the development of smart transportation networks and road safety is ‘traffic sign recognition’. This survey covers all types of learning techniques applied to traffic sign recognition with respect to effectiveness, challenges, and progress. The study begins with an overview of the foundational methods of traffic sign recognition: traditional image processing approaches and their limitations. Further below, the heart of the survey is modern learning techniques, especially 'machine learning (ML)’ and ‘deep learning (DL)’ approaches. The report reviews employ learning techniques applied in ‘traffic sign recognition systems’. It discusses both the most recent developments in deep learning and advanced machine learning as well as conventional image processing. The review ranges from classical techniques such as colour and shape-based recognition to modern techniques such as ‘Convolutional Neural Network (CNN),' which have significantly increased recognition accuracy. Several important datasets on which the training and evaluation should be done have been reported. One of them is ‘German Traffic Sign Recognition Benchmark’, and the challenges in practical applications along with the future research directions in this field have been highlighted. An overview has been provided regarding the effectiveness and evolution of learning techniques to improve ‘Traffic sign recognition systems’.","","979-8-3315-1898-1","10.1109/ICTBIG64922.2024.10911592","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10911592","traffic sign recognition;machine learning;convolution neural network;natural language processing (NLP)","Surveys;Training;Image recognition;Reviews;Image color analysis;Neural networks;Assistive technologies;Natural language processing;Road safety;Smart transportation","","2","","18","IEEE","13 Mar 2025","13-14 Dec. 2024","13-14 Dec. 2024","IEEE","IEEE Conferences"
"Arbitrary-Shaped Text Detection with Gaussian Probability Distance Distribution","L. Guo; Z. Chen; X. Chen","School of Electronics and Information Engineering, Soochow University, Suzhou, China; School of Electronics and Information Engineering, Soochow University, Suzhou, China; School of Electronics and Information Engineering, Soochow University, Suzhou, China",2022 IEEE 5th International Conference on Computer and Communication Engineering Technology (CCET),"4 Oct 2022","2022","","","58","64","With the development of semantic segmentation, segmentation-based methods have yielded great success in detecting arbitrary-shaped texts. However, many existing text detection methods use binary discrete distributions to predict shrunk text instances, which cannot generate complete and accurate text bounding boxes. In this paper, we propose an arbitrary-shaped scene text detection method based on predicting Gaussian probability distance map of the complete text region, and this map can retain more text boundary information. Then, the boundary pixels are clustered into high-confidence text centers by a learnable post-processing and false positives are filtered out by pixel-level score maps. We also propose an adaptive channel enhancement module to improve the pixel-level segmentation accuracy. Experiments on three standard datasets, including CTW1500, Total-Text, and MSRA-TD500, demonstrate that the proposed method achieves great robustness and performance. The method obtains an F-measure of S2.S% on CTW1500 and S3.0% on MSRA-TD500.","","978-1-6654-6735-3","10.1109/CCET55412.2022.9906393","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906393","scene text detection;Gaussian probability distance map;arbitrary-shaped text","Detectors;Information filters;Robustness;Standards","","1","","30","IEEE","4 Oct 2022","19-21 Aug. 2022","19-21 Aug. 2022","IEEE","IEEE Conferences"
"An Optimization Strategy Allowing a Tactile Glove With Minimal Tactile Sensors for Soft Object Identification","M. Tang; X. Liu; X. Qiao; Y. Zhu; L. Fan; S. Du; D. Chen; J. Wang; Z. Zhang; W. Zhang; Y. Xiang; Y. Chen; J. Guo; Y. Fan","Key Laboratory of Biomechanics and Mechanobiology (Beihang University), Ministry of Education, Beijing, China; Key Laboratory of Biomechanics and Mechanobiology (Beihang University), Ministry of Education, Beijing, China; Key Laboratory of Biomechanics and Mechanobiology (Beihang University), Ministry of Education, Beijing, China; Key Laboratory of Biomechanics and Mechanobiology (Beihang University), Ministry of Education, Beijing, China; Key Laboratory of Biomechanics and Mechanobiology (Beihang University), Ministry of Education, Beijing, China; Key Laboratory of Biomechanics and Mechanobiology (Beihang University), Ministry of Education, Beijing, China; Key Laboratory of Biomechanics and Mechanobiology (Beihang University), Ministry of Education, Beijing, China; Key Laboratory of Biomechanics and Mechanobiology (Beihang University), Ministry of Education, Beijing, China; Key Laboratory of Biomechanics and Mechanobiology (Beihang University), Ministry of Education, Beijing, China; Key Laboratory of Biomechanics and Mechanobiology (Beihang University), Ministry of Education, Beijing, China; College of Information Engineering, Beijing Institute of Petrochemical Technology, Beijing, China; Key Laboratory of Biomechanics and Mechanobiology (Beihang University), Ministry of Education, Beijing, China; Key Laboratory of Biomechanics and Mechanobiology (Beihang University), Ministry of Education, Beijing, China; Key Laboratory of Biomechanics and Mechanobiology (Beihang University), Ministry of Education, Beijing, China",IEEE Journal of Biomedical and Health Informatics,"6 Nov 2025","2025","29","11","8175","8185","Humans can easily perceive the shapes and textures of grasped objects due to high-density mechanoreceptor networks in the hand. However, replicating this capability in wearable devices with limited sensors remains challenging. Here, we designed a tactile glove equipped with easily accessible sensors, enabling accurate identification of soft objects during grasping. We propose an optimization strategy to eliminate redundant sensors and determine the minimal sensor configuration, which was then integrated into the tactile glove. The results indicate that the minimal sensor configuration (n = 7) attached to the hand achieved accurate identification comparable to that obtained using a larger number of sensors (n = 22) distributed across the hand before elimination. Furthermore, we found that various machine learning classifiers achieved recognition accuracies of up to 90% for soft objects when using the tactile glove. Correlation analyses were conducted to characterize individual contribution and mutual cooperativity of regional tactile forces on the hand during grasping, aiding in the interpretation of sensor selection or elimination in the optimization strategy. Adequate validation and analysis demonstrate that our strategy allows an easy–to–apply solution for identifying soft objects via a tactile glove with a minimal number of sensors, offering valuable insights for guiding the design of tactile sensor layouts in artificial limbs and robotic teleoperation systems.","2168-2208","","10.1109/JBHI.2025.3576248","National Natural Science Foundation of China(grant numbers:12372326); Beijing Natural Science Foundation(grant numbers:L244020,QY24143); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11023023","Tactile sensor;feature selection;smart glove;object identification","Sensors;Grasping;Object recognition;Hands;Accuracy;Intelligent sensors;Hidden Markov models;Tactile sensors;Sensor phenomena and characterization","Humans;Wearable Electronic Devices;Hand;Touch;Male;Adult;Hand Strength;Female;Machine Learning;Equipment Design;Young Adult;Signal Processing, Computer-Assisted","1","","48","IEEE","3 Jun 2025","Nov. 2025","","IEEE","IEEE Journals"
"Comparison of Machine Learning Models in Sentiment Analysis of User Reviews on the SP4N LAPOR! Application from Twitter","A. J. Khairurrijal; P. H. Gunawan; N. Aquarini","School of Computing, Telkom University, Bandung, Indonesia; School of Computing, Telkom University, Bandung, Indonesia; Ecole Doctorale Science Economics Université de Poitiers Intervenant Finance, La Rochelle, France",2025 IEEE International Conference on Artificial Intelligence and Mechatronics Systems (AIMS),"12 Nov 2025","2025","","","1","6","The rise of public service applications has transformed the way governments engage with citizens, enabling two-way communication and improved service delivery. SP4N LAPOR! is one such initiative of the Indonesian government that facilitates citizen complaints and suggestions. Despite its purpose, recent social media discourse-especially on Twit-ter-suggests public dissatisfaction with the platform. This study investigates public sentiment by applying and comparing five machine learning classifiers-Logistic Regression, Naïve Bayes, Support Vector Machine (SVM), Random Forest, and Decision Tree-on a dataset of 1,598 tweets mentioning SP4N LAPOR!, collected between 2016 and 2024. The preprocessing pipeline includes cleaning, normalization, tokenization, stopword removal, and stemming, followed by feature extraction using Term Frequency-Inverse Document Frequency (TFIDF). To mitigate class imbalance among sentiment categories (positive, neutral, negative), the Synthetic Minority Oversampling Technique (SMOTE) was applied. Evaluation was conducted using macro-averaged accuracy, precision, recall, and F1-score. Among the five models, Logistic Regression achieved the highest performance with $\mathbf{7 8. 6 \%}$ accuracy and $\mathbf{7 8. 5 \%} \mathbf{F 1}$-score, followed by Naïve Bayes and SVM. These findings highlight the strength of traditional, interpretable models in handling short and noisy texts typical of social media. The results offer practical implications for public institutions aiming to mine citizen feedback and optimize digital service experiences.","","979-8-3315-7805-3","10.1109/AIMS66189.2025.11229574","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11229574","Sentiment Analysis;SP4N LAPOR!;Logistic Regression;Social Media Mining;Twitter;Machine Learning","Support vector machines;Sentiment analysis;Logistic regression;Accuracy;Social networking (online);Pipelines;Government;Bayes methods;Regression tree analysis;Random forests","","","","25","IEEE","12 Nov 2025","24-25 May 2025","24-25 May 2025","IEEE","IEEE Conferences"
"Hybrid Machine Learning Model to Detect and Mitigate EMAIL Phishing Attacks","A. M. Fazil; P. S. V. Reddy; J. Eswar; S. Prabakeran","Department of Networking and Communications, SRM Institute of Science & Technology (SRMIST), Chengalpattu, India; Department of Networking and Communications, SRM Institute of Science & Technology (SRMIST), Chengalpattu, India; Department of Networking and Communications, SRM Institute of Science & Technology (SRMIST), Chengalpattu, India; Department of Networking and Communications, SRM Institute of Science & Technology (SRMIST), Chengalpattu, India","2025 International Conference on Advancements in Smart, Secure and Intelligent Computing (ASSIC)","17 Sep 2025","2025","","","1","6","The research develops an improved email classification system through the hybridization of Support Vector Machines with XGBoost to fight expanding phishing attacks while using TF-IDF vectorization for selecting significant text features. The classification pipeline of the classifier starts with SVM classifying examples from which XGBoost receives scores to perform refined classification. Multiple layer classification systems improve detection performance and enhance both the precision-recall measurements. A new signature extraction method enables the system to use TF-IDF for keeping and analyzing the key phishing patterns needed for real-time monitoring. The lightweight adaptive solution excels above conventional methods because it handles changing phishing threats effectively.","","979-8-3315-2302-2","10.1109/ASSIC64892.2025.11158403","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11158403","Phishing Detection;Machine Learning;Support Vector Machine (SVM);XGBoost;Cybersecurity;Email Classification;Phishing Mitigation;TF-IDF;Hybrid Model;Phishing Signatures","Support vector machines;Training;Phishing;System performance;Prevention and mitigation;Stacking;Machine learning;Real-time systems;Electronic mail;Protection","","","","15","IEEE","17 Sep 2025","16-18 May 2025","16-18 May 2025","IEEE","IEEE Conferences"
"A Pipeline Approach to Research Paper Recommendation System Integrating TF-IDF and KNN","S. Babu Dasari; P. V. Lakshmi Durga Keerthi; G. Snehitha","Velagapudi Ramakrishna Siddhartha Engineering College, Andhra Pradesh, India; Velagapudi Ramakrishna Siddhartha Engineering College, Andhra Pradesh, India; Velagapudi Ramakrishna Siddhartha Engineering College, Andhra Pradesh, India","2024 IEEE International Conference on Information Technology, Electronics and Intelligent Communication Systems (ICITEICS)","22 Aug 2024","2024","","","1","8","The literature review is a critical analysis of existing research papers, systematically summarizing and evaluating relevant studies, books, and sources to offer a comprehensive overview and identify gaps in knowledge. It guides researchers in formulating questions and contributes to the existing body of knowledge. However, researchers often struggle to locate suitable articles, especially those with limited search expertise. Traditional recommendation methods sometimes don't work well in the ever-changing world of academic papers. It's tough to keep up with the newest research and find high quality papers that are less cited. Recognizing these limitations, the proposed research paper recommendation system stands out as an innovative solution to help researchers overcome difficulties. At its core, the system employs a sophisticated pipelined hybrid approach, combining content-based strategies with collaborative filtering techniques. This integration aims to overcome the shortcomings of conventional methods by providing a more robust recommendation mechanism. Content-based methods include TF-IDF with cosine similarity. Collaborative filtering includes Knn, seamlessly blending content-based insights into collaborative filtering results. The system's dataset is sourced from ArXiv, which has provided open access to scholarly articles for almost 30 years. Spanning various fields, this extensive repository, available through Kaggle, encompasses 1.7 million articles with features like titles, authors, categories, abstracts, and full text PDFs. It offers significant depth for efficient data extraction. By blending the strengths of arXiv dataset, content-based and collaborative filtering, the system achieves a synergy that not only captures the richness of individual methods but also harnesses their combined power to deliver recommendations that are both timely and comprehensive.","","979-8-3503-8269-3","10.1109/ICITEICS61368.2024.10625308","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10625308","Research paper recommendation system;content based filtering;TF-IDF;cosine similarity;collaborative filtering;kNN;arXiv dataset","Open Access;Communication systems;Collaborative filtering;Pipelines;Nearest neighbor methods;Information filters;Feature extraction","","","","14","IEEE","22 Aug 2024","28-29 June 2024","28-29 June 2024","IEEE","IEEE Conferences"
"An Advanced Malware Detection System Based on NLP to Generate Genetic Markers","Q. D. Tran; J. Lim; F. Di Troia","Department of Computer Science, San Jose State University, CA, USA; Saratoga High School, Silicon Valley Cybersecurity Institute; San Jose State University, CA, USA",2024 IEEE International Conference on Consumer Electronics (ICCE),"28 Feb 2024","2024","","","1","6","Malware researchers are increasingly employing machine learning to counter sophisticated obfuscation techniques in malware activities. However, relying solely on machine learning models, especially with limited malware samples, is suboptimal. To enhance model effectiveness, careful data preprocessing is essential. To aid machine learning models in their learning process, we disassembled malware binary files into mnemonic opcode sequences and leveraging insights from Natural Language Processing, specifically Word2Vec and Doc2Vec. This methodology generates “genetic markers” proficient at capturing inherent malware attributes, effectively bypassing opcode obfuscation. Using various machine learning models—Naive Bayes, Logistic Regression, Support Vector Machine, Random Forest, Multi-layer Perceptron, and Convolutional biLSTM—we achieve promising results in distinguishing among 20 discrete malware families. Our findings reveal that employing customized Word2Vec and Doc2Vec models for distinct malware family datasets enhances the precision of “genetic markers.” This refinement boosts the learning capabilities of machine learning models, resulting in a robust detection rate of 99%.","2158-4001","979-8-3503-2413-6","10.1109/ICCE59016.2024.10444433","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10444433","Malware Detection;Natural Language Processing;Machine Learning;Embedding Vectors","Support vector machines;Logistic regression;Genetics;Malware;Natural language processing;Vectors;Random forests","","","","27","IEEE","28 Feb 2024","6-8 Jan. 2024","6-8 Jan. 2024","IEEE","IEEE Conferences"
"A Comparative Study of Machine Learning Models for Classification and Detection of Cybersecurity Threat in Hacking Forum","S. Alketbi; M. BinAmro; A. Alhammadi; S. Kaddoura","College of Technological Innovation Zayed University, Abu Dhabi, UAE; College of Technological Innovation Zayed University, Abu Dhabi, UAE; College of Technological Innovation Zayed University, Abu Dhabi, UAE; College of Technological Innovation Zayed University, Abu Dhabi, UAE",2024 15th Annual Undergraduate Research Conference on Applied Computing (URC),"26 Jul 2024","2024","","","1","6","This paper presents a comprehensive investigation into the efficacy of machine learning algorithms, leveraging Word2Vec, TF-IDF, and GloVe embeddings for cyber threat detection in forum discussions. The study encompasses a comprehensive methodology, including data pre-processing, model training, and evaluation using popular machine learning algorithms such as Support Vector Machines (SVM), Logistic Regression (LR), Random Forest (RF), XGBoost, LSTM, and Feedforward Neural Networks. The Word2Vec models utilize semantic relationships to create document embeddings, while TF-IDF transforms textual content into numerical features. Additionally, GloVe embeddings are employed to capture global semantic relationships in the text. The findings reveal that TF-IDF-based SVM emerges as a standout performer, attaining an accuracy of 91% and demonstrating enhanced handling of imbalanced classes. The dataset in the study comprises 1966 records, providing a substantial basis for analysis and experimentation. The findings presented in this study contribute to the ongoing discourse on effective text classification methodologies in the cybersecurity landscape.","","979-8-3315-2734-1","10.1109/URC62276.2024.10604519","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10604519","Cybersecurity;Hacker Forum;Machine Learning;NLP;Cyber Threat Detection;Word2Vec;TF-IDF;GloVe","Support vector machines;Machine learning algorithms;Computer hacking;Computational modeling;Semantics;Transforms;Threat assessment","","","","12","IEEE","26 Jul 2024","24-25 April 2024","24-25 April 2024","IEEE","IEEE Conferences"
"Study on Social Media Depression Classification Method Based on Text Data","Y. Zhou; J. Zhang","Nanfang College, Guangzhou, China; Nanfang College, Guangzhou, China",2022 International Symposium on Intelligent Robotics and Systems (ISoIRS),"2 Aug 2023","2022","","","112","115","The cause of depression is not well understood by researchers at present, but its existence has seriously harmed people's health. Therefore, it is very important to quickly judge whether it is depression in today's society. In the work, the text dataset from social media is first vectorized with Bag-of-words and self-training Word2Vec, and then the text represented by Bag-of-words is trained and tested in different types of traditional machine learning classification methods. For text represented by Word2Vec, CNN and RNN algorithms are added for training. Finally, we compare and analyse the classification effects of traditional machine learning algorithms and deep learning algorithms with different text vectorization representations on text dataset, so as to find a better classification model of depression based on text dataset. The experimental results show that CNN and Logistic Regression model are better in the task of depression classification based on text dataset.","","978-1-6654-5521-3","10.1109/ISoIRS57349.2022.00030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10196733","depression;word embedding;machine learning;deep learning;emotion analysis","Deep learning;Training;Logistic regression;Analytical models;Machine learning algorithms;Social networking (online);Text recognition","","","","17","IEEE","2 Aug 2023","14-16 Oct. 2022","14-16 Oct. 2022","IEEE","IEEE Conferences"
"The Automatic Detection of Abusive Language in Dota 2 Chat Messages","J. L. Du Toit; E. Kotzé","Department of Computer Science and Informatics, University of the Free State, Bloemfontein, South Africa; Department of Computer Science and Informatics, University of the Free State, Bloemfontein, South Africa","2024 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)","20 Mar 2024","2024","","","1","6","This study addresses the pervasive issue of abusive language in online video game communication channels, focusing on Dota 2 chat messages. The aim was to employ diverse traditional machine learning algorithms and advanced deep learning architectures to identify and classify toxic and abusive language effectively. Leveraging TF-IDF, GloVe word embeddings, and self-trained embeddings, the research compared various classical machine learning models such as Naïve Bayes, Logistic Regression, and Support Vector Machine with convolutional and recurrent neural network models. The results revealed a consistent trend where deep learning models, particularly those employing GRUs and LSTMs, outperformed classical machine learning models. Experiments also demonstrated that self-trained embeddings generally outperformed GloVe embeddings in the domain of online video game chat messages.","","979-8-3503-9452-8","10.1109/ACDSA59508.2024.10467500","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10467500","abusive language classification;embeddings;GloVe;neural networks;machine learning;deep learning","Deep learning;Support vector machines;Video games;Analytical models;Logistic regression;Recurrent neural networks;Machine learning algorithms","","","","22","IEEE","20 Mar 2024","1-2 Feb. 2024","1-2 Feb. 2024","IEEE","IEEE Conferences"
"Improving Drug Review Categorization Using Sentiment Analysis and Machine Learning","R. Haque; P. K. Pareek; M. B. Islam; F. I. Aziz; S. D. Amarth; K. G. Khushbu","Department of CSE, East West University, Dhaka, Bangladesh; Artificial Intelligence and Machine Learning Nitte Meenakshi Institute of Technology, Bengaluru, India; School of ICT, University of Calabria, Calabria, Italy; Department of Management, University of Ulsan, Ulsan, Republic of Korea; Department of CSE, BRAC University, Dhaka, Bangladesh; Department of CSE, East West University, Dhaka, Bangladesh",2023 International Conference on Data Science and Network Security (ICDSNS),"22 Sep 2023","2023","","","1","6","Content created by users from social media platforms has become increasingly important as the internet has grown, and it now contains a plethora of knowledge regarding medications, diagnostics, treatments, and illnesses. Customers' opinions regarding previously used medicines are contained in the data in the form of comments, which can be used to detect crucial adverse drug reactions. Using SA techniques like SA, this information can be used to get important insights. It is usually impossible for a prospective buyer to read through all of the comments prior to making a purchasing decision. Drug evaluations benefit both healthcare providers and the general population since they provide vital healthcare data. Assessing opinions regarding many aspects of drug evaluations can provide substantial insights, facilitate choice-making, and improve public monitoring systems by revealing collective perspective. Another key issue is the unstructured and linguistic nature of the evaluations, which finds it challenging for users to categorize comments into useful insights. Previous research has used ML algorithms to perform categorization on drug reviews. So, using appropriate NLP and ML algorithms, our key objective in this study is to acquire a higher categorization score than earlier research studies. We achieved our aim by applying SA on medicine reviews to detect positive, negative, and neutral user comments training five ML algorithms on TF-IDF and CV feature extraction technique. Our results show that out of all ML algorithms, RF trained on CV surpass previous study results, with accuracy and F1 score of 96.65% and 96.42% respectively.","","979-8-3503-0159-5","10.1109/ICDSNS58469.2023.10245841","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10245841","drug sentiment analysis;machine learning;text classification","Drugs;Training;Sentiment analysis;Analytical models;Machine learning algorithms;Decision making;Medical services","","32","","17","IEEE","22 Sep 2023","28-29 July 2023","28-29 July 2023","IEEE","IEEE Conferences"
"Identification of Encryption Method for Block Ciphers using Machine Learning Methods","S. Ithape; P. B. R","Department of Computer Science and Engineering, National Institute of Technology, Goa, Ponda, Goa, India; Department of Computer Science and Engineering, National Institute of Technology, Goa, Ponda, Goa, India",2023 IEEE 20th India Council International Conference (INDICON),"27 Feb 2024","2023","","","1228","1233","Identifying the encryption algorithm from only cipher text is a crucial task in cryptography and cryptanalysis. While some research has been done in this area using statistical methods for block ciphers, this paper proposes a novel approach using machine learning models for identifying encryption algorithms. The proposed work uses a deep neural network, random forest, and logistic multiclass regression methods and extracts features from cipher text to classify the encryption algorithm used. The model considers ECB, CBC, CFB, and CTR modes of block ciphers for the encryption of cipher text. The effectiveness of the model has been tested for AES and DES encryption algorithms. The experiments demonstrate that the proposed machine learning models significantly outperform existing statistical methods, which are limited in identifying encryption algorithms for modes other than ECB. The proposed models achieve a high success rate of more than 65 percent each in identifying encryption algorithms for various modes of block ciphers ECB, CBC, CFB, and CTR. The results of this proposed work provide a new direction for identifying encryption algorithms, particularly for modes of block ciphers other than ECB, and emphasize the prospect of cryptanalysis using machine learning methods. The proposed methods can effectively assist cryptanalysts in key recovery, improving existing results in the field. The research also underscores the importance of developing new techniques for securing communications in the digital age.","2325-9418","979-8-3503-0559-3","10.1109/INDICON59947.2023.10440785","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10440785","Encryption algorithm identification;machine learning;block ciphers;deep neural network;random forest;multiclass regression;cipher text;cryptanalysis","Ciphers;Machine learning algorithms;Statistical analysis;Feature extraction;Encryption;Classification algorithms;Task analysis","","5","","14","IEEE","27 Feb 2024","14-17 Dec. 2023","14-17 Dec. 2023","IEEE","IEEE Conferences"
"Enhancing Fake News Detection Using Classification Algorithms and Deep Learning","S. Malik; A. K. Chakraverti; A. I. Abidi","Department of Computer Science Engineering, Sharda University, Greater Noida, Uttar Pradesh, India; Department of Computer Science Engineering, Sharda University, Greater Noida, Uttar Pradesh, India; Department of Computer Science Engineering, Sharda University, Greater Noida, Uttar Pradesh, India","2023 10th IEEE Uttar Pradesh Section International Conference on Electrical, Electronics and Computer Engineering (UPCON)","26 Feb 2024","2023","10","","780","787","In this study, we delve into the realm of fake news detection, evaluating the effectiveness of multiple classification algorithms, including Logistic Regression, Decision Tree, K-Nearest Neighbors (KNN), and Naive Bayes. These models undergo rigorous scrutiny, with Logistic Regression emerging as the top performer, achieving an impressive accuracy rate of 96%. To address concerns regarding false positives, we fine-tune the Logistic Regression model and meticulously assess its performance metrics, including the ROC AUC score, which stands at 98%, showcasing its proficiency in distinguishing genuine news from fabricated narratives. Additionally, we explore deep learning techniques, employing Long Short-Term Memory (LSTM) and bidirectional LSTM (BiLSTM) models, which yield accuracy scores of 96% and 98%, respectively. This research contributes valuable insights and tools to combat misinformation in today's information-rich landscape.","2687-7767","979-8-3503-8247-1","10.1109/UPCON59197.2023.10434370","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10434370","Fake News Detection;Machine Learning;Logistic Regression;Decision Tree;K-Nearest Neighbors (KNN);Naive Bayes Deep Learning;BiLSTM","Deep learning;Measurement;Logistic regression;Classification algorithms;Fake news;Regression tree analysis;Long short term memory","","4","","25","IEEE","26 Feb 2024","1-3 Dec. 2023","1-3 Dec. 2023","IEEE","IEEE Conferences"
"Analysis on Customer Satisfaction Dimensions in Peer-to-Peer Accommodation using Latent Dirichlet Allocation: A Case Study of Airbnb","K. M. Situmorang; A. N. Hidayanto; A. F. Wicaksono; A. Yuliawati","Faculty of Computer Science, Universitas Indonesia; Faculty of Computer Science, Universitas Indonesia; Faculty of Computer Science, Universitas Indonesia; Faculty of Computer Science, Universitas Indonesia","2018 5th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","8 Jul 2019","2018","","","542","547","Customer satisfaction becomes a key influencer for people’s habits or daily activities. One of the examples is in the decision-making process about whether they will use specific products or services. People often need other’s review or rating about what they are going to use or consume. In this research, by using customer’s online review that available from Airbnb website, we try to extract what are the most talked factors about peer-to-peer accommodation, and how customer sentiment about them. We use Latent Dirichlet Allocation (LDA) to extract that factors and conduct sentiment analysis by utilizing semantic analyzer from Google Cloud NLP. We analyze which factors that has more effect on customer satisfaction, not only in general but more specific based on customer gender and tourism destination object. The result shows that factors related to social benefit and service quality have impact on customer satisfaction, moreover different customer gender and different tourism object destination bring different sentiment among customer. We also find several factors that can be improved by the owner of the accommodation to improve customer satisfaction toward their services.","","978-1-5386-8402-3","10.1109/EECSI.2018.8752912","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8752912","Customer Satisfaction;Sentiment Analysis;Peer-to-Peer Accommodation;Latent Dirichlet Allocation","Surveys;Sentiment analysis;Reviews;Customer satisfaction;User-generated content;Semantics;Data models;Peer-to-peer computing;Regression analysis;Resource management","","2","","17","IEEE","8 Jul 2019","16-18 Oct. 2018","16-18 Oct. 2018","IEEE","IEEE Conferences"
"Cyberbullying Detection Through Acoustic and Linguistic Analysis","R. A. Silakhal; S. Zekri; O. Salem; A. Mehaoua","Centre Borelli, UMR 9010, Universite Paris Cité, Paris, France; Centre Borelli, UMR 9010, Universite Paris Cité, Paris, France; Centre Borelli, UMR 9010, Universite Paris Cité, Paris, France; Centre Borelli, UMR 9010, Universite Paris Cité, Paris, France","2023 International Symposium on Networks, Computers and Communications (ISNCC)","27 Nov 2023","2023","","","1","5","In this article, we present a method for detecting cyberbullying that goes beyond understanding the text's content and also considers the underlying intent. Our approach involves analyzing both the acoustic and linguistic features of audio to gain insights into the emotional intent conveyed in the text. Using the librosa library, we extract acoustic features from audio files to identify whether the emotions expressed are aggressive or non-aggressive. We then combine this information with the results of linguistic analysis to develop a comprehensive understanding of the text's content. By incorporating the emotional aspect, our method enables more precise and nuanced identification of cyberbullying instances.","2768-0940","979-8-3503-3559-0","10.1109/ISNCC58260.2023.10323647","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10323647","Cyberbullying;Acoustic Analysis;Linguistic Analysis;Machine Learning;Convolutional Neural Network;Emotion Recognition;Feature Extraction;Preprocessing","Support vector machines;Cyberbullying;Linguistics;Feature extraction;Acoustics;Real-time systems;Safety","","","","10","IEEE","27 Nov 2023","23-26 Oct. 2023","23-26 Oct. 2023","IEEE","IEEE Conferences"
