"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Text Growing on Leaf","C. Yang; M. Chen; Y. Yuan; Q. Wang","School of Computer Science, and School of Artificial Intelligence, OPtics and ElectroNics (iOPEN), Northwestern Polytechnical University, Xi'an, Shaanxi, China; School of Artificial Intelligence, OPtics and Electronics (iOPEN), Northwestern Polytechnical University, Xi'an, China; School of Artificial Intelligence, OPtics and Electronics (iOPEN), Northwestern Polytechnical University, Xi'an, China; School of Artificial Intelligence, OPtics and Electronics (iOPEN), Northwestern Polytechnical University, Xi'an, China",IEEE Transactions on Multimedia,"12 Dec 2023","2023","25","","9029","9043","Irregular-shaped texts bring challenges to Scene Text Detection (STD). Although existing regression-based approaches achieve comparable performances, they fail to cover some highly curved ribbon-like text lines. Inspired by morphology, we found that the leaf vein can easily cover various geometries. Specifically, lateral and thin veins are emitted to margin along main vein gradually with the leaf growth. This process can decompose a concave object into consecutive convex regions, which are easier to fit. Hence, the leaf vein is suitable for representing highly curved texts. Considering the aforementioned advantage, we design a leaf vein-based text representation method (LVT), where text contour is treated as leaf margin and represented through main, lateral, and thin veins. We further construct a detection framework based on LVT, namely LeafText. In the text reconstruction stage, LeafText simulates the leaf growth process to rebuild text contours. It grows main veins in Cartesian coordinates to locate texts roughly at first. Then, lateral and thin veins are generated along the main vein growth direction in polar coordinates. They are responsible for generating the coarse contour and refining it, respectively. Meanwhile, Multi-Oriented Smoother (MOS) is designed to smooth the main vein for ensuring reliable growth directions of lateral and thin veins. Additionally, a global incentive loss is proposed to enhance the predictions of lateral and thin veins. Ablation experiments demonstrate LVT can fit irregular-shaped texts precisely and verify the effectiveness of MOS and global incentive loss. Comparisons show that LeafText is superior to existing state-of-the-art (SOTA) methods on MSRA-TD500, CTW1500, Total-Text, and ICDAR2015 datasets.","1941-0077","","10.1109/TMM.2023.3244322","National Natural Science Foundation of China(grant numbers:U21B2041,61825603,62106182); National Key R&D Program of China(grant numbers:2020YFB2103902); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10043020","Scene text detection;irregular-shaped text;leaf vein;text representation method","Veins;TV;Kernel;Image segmentation;Geometry;Deep learning;Training","","27","","67","IEEE","13 Feb 2023","2023","","IEEE","IEEE Journals"
"Bengali Fake News Detection","F. Islam; M. M. Alam; S. M. Shahadat Hossain; A. Motaleb; S. Yeasmin; M. Hasan; R. M. Rahman","Department of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh; Department of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh; Department of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh; Department of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh; Department of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh; Department of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh; Department of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh",2020 IEEE 10th International Conference on Intelligent Systems (IS),"18 Sep 2020","2020","","","281","287","Yellow journalism has become a buzzword for everyone nowadays. Increasing use of internet and social media makes people more vulnerable to fake news. To gain popularity and to have profit through clickbait news publisher and social media circulate fake news to deceive people by creating interesting content of a specific topic. The spread of falsified news has become severe in recent times throughout the world. Though recently some existing system is made to classify and to detect fake news for English news article, not much work has been reported for Bengali news. In this work, we consider Bengali fake news classification considering South Asian Context. More than 200 million people speak Bengali and their way of communication is Bengali. In our Bengali fake news classification system, data mining algorithm is used to classify fake and real news. We have also introduced web interface based on our classifier to check whether a news article written in Bengali language fake or real. The classification model has 85% accuracy with random forest classifier.","2767-9802","978-1-7281-5456-5","10.1109/IS48319.2020.9199931","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9199931","fakenews;datamining;nlp;bengaliparser;banglanews;random forest;naïve bayes;logistic regression;dtm;tfidf;textmining;facebook fake news","Feature extraction;Statistical analysis;IEEE Sections;Forestry;Facebook;Motion pictures","","16","","18","IEEE","18 Sep 2020","28-30 Aug. 2020","28-30 Aug. 2020","IEEE","IEEE Conferences"
"Twitter Sentiment Analysis using Machine Learning Techniques: A Case Study of ChatGPT","R. Kumari; S. Kumar","ICFAI Business School (IBS) Bangalore Off-Campus Center of ICFAI Foundation for Higher Education, (IFHE) University, Bangalore, India; Department of Computer Science and Engineering, CHRIST (Deemed to be University), Bangalore, India",2023 IEEE International Conference on Contemporary Computing and Communications (InC4),"29 Sep 2023","2023","1","","1","5","ChatGPT is a powerful AI bot developed by OpenAI. This technology has the potential to generate a humanlike response. ChatGPT is a pre-trained system capable of generating chat and understanding human speech. This paper identified the responses of ChatGPT users through related tweets with the help of natural language processing and machine learning techniques. This paper uses textBlob, VADER and human annotation to find the sentiment of each tweet; countvectorizer is used for feature extraction and different machine learning algorithms to classify them into different classes. LeXmo is used to identify the various sentiment analyses, and it is observed that positive and trust emotions are higher than other sentiments. SVM with 10-fold cross-validation shows better results than other techniques.","","979-8-3503-3577-4","10.1109/InC457730.2023.10262961","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10262961","chatGPT;Sentiment analysis;NLP and ML Techniques);Twitter Data Analysis","Support vector machines;Sentiment analysis;Analytical models;Logistic regression;Machine learning algorithms;Social networking (online);Machine learning","","4","","20","IEEE","29 Sep 2023","21-22 April 2023","21-22 April 2023","IEEE","IEEE Conferences"
"Consideration of Semantics between Q&A Statements to Obtain Factor Score","Y. Yokoyama","School of Industrial Technology, Advanced Institute of Industrial Technology, Tokyo, Japan","2023 IEEE/ACIS 21st International Conference on Software Engineering Research, Management and Applications (SERA)","3 Aug 2023","2023","","","169","175","In order to solve the issues of mismatches between the intentions of questioners and respondents at Question and Answer (Q&A) sites, nine factors of impressions for Q&A statements were obtained through factor analysis applied to the results of impression evaluation experiments. Then through multiple regression analysis, factor scores were estimated by using the feature values of statements. The factor scores estimated and obtained were subsequently utilized for detecting respondents who are expected to appropriately answer a posted question. Nevertheless, up to now the meanings and contents of Q&A statements have not been taken into consideration. Therefore, this paper aims to consider the semantics between Q&A statements. The feature values are reviewed and narrowed down to syntactic information, closing sentence expressions, 2-gram, and word2vec. The analysis result conveys that all the trials show good estimation with the consideration of cross-validation. It has also been suggested that applying word2vec could play a vital role in estimating improved factor scores.","2770-8209","979-8-3503-4588-9","10.1109/SERA57763.2023.10197794","Japan Society for the Promotion of Science; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10197794","Q&A Site;Factor Score;Multiple Regression Analysis;word2vec","Semantics;Estimation;Syntactics;Feature extraction;Regression analysis;Software engineering","","3","","14","IEEE","3 Aug 2023","23-25 May 2023","23-25 May 2023","IEEE","IEEE Conferences"
"Leveraging NLP Techniques and Explainable AI for Abusive Bangla Comment Detection","T. Alam; M. M. Hossen; M. Mozumder; M. S. Ali; M. S. M. Rafi","Dept. of CSE, East Delta University, Chittagong, Bangladesh; Dept. of CSE, East Delta University, Chittagong, Bangladesh; Dept. of CSE, East Delta University, Chittagong, Bangladesh; Dept. of ETE, Chittagong University of Engineering and Technology (CUET), Chittagong, Bangladesh; Dept. of CSE, East Delta University, Chittagong, Bangladesh","2025 International Conference on Electrical, Computer and Communication Engineering (ECCE)","29 May 2025","2025","","","1","6","The rise of abusive comments on social media poses significant challenges to online communities, particularly for underrepresented languages like Bangla. This study introduces a machine learning-based framework for detecting abusive Bangla comments using advanced natural language processing (NLP) techniques. A dataset of 5,000 comments was preprocessed through steps such as punctuation removal, stemming, and TF-IDF vectorization to extract meaningful features. Multiple classification models, including Logistic Regression, Random Forest, and Gradient Boosting Machines, were trained and evaluated. Logistic Regression emerged as the best-performing model, achieving an accuracy of 85%, demonstrating its effectiveness in identifying abusive content. Additionally, Local Interpretable Model-agnostic Explanations (LIME) was integrated to provide transparency, highlighting the key factors influencing the model’s decisions. This framework not only enhances detection accuracy but also contributes to building safer online environments by offering a reliable and interpretable solution for Bangla-Speaking users. Future work will explore more advanced deep learning models and larger datasets to further refine detection capabilities","","979-8-3503-5750-9","10.1109/ECCE64574.2025.11013094","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11013094","Natural Language Processing;TFIDF;XAI;Bangla Comments;Stemming;Online Abuse","Deep learning;Logistic regression;Accuracy;Social networking (online);Focusing;Predictive models;Feature extraction;Natural language processing;Reliability;Random forests","","1","","12","IEEE","29 May 2025","13-15 Feb. 2025","13-15 Feb. 2025","IEEE","IEEE Conferences"
"Product Recommendation using User Preference and Online Opinion Reviews","S. Jain; N. K. Nagwani","Information Technology NIT, Raipur; Computer Science & Technology NIT, Raipur",2021 2nd International Conference for Emerging Technology (INCET),"22 Jun 2021","2021","","","1","5","This paper focuses on product recommendation using user preference and online opinion mining. Multiple features of a product are analyzed to get user specific product. In this paper we have analyzed user review data of mobiles sold in online markets and then predicted the most suitable mobile for the user based on preference list provided by the user. To analyze the review, the textual data is processed in multiple stages like preprocessing, feature extraction, categorizing reviews based on features, and then predicting the polarity of the review data using several machines learning model like Logistic Regression, Support Vector Machines, Naive Bayes Classifier and Multi-Layer Perceptron Classifier. After this user entered preferences are analyzed to give user specific products.","","978-1-7281-7029-9","10.1109/INCET51464.2021.9456372","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9456372","Reviews;Natural Language Processing;Opinion Mining;Sentiment Analysis;Logistic Regression;SVM;Naïve Bayes;MLP classifier;Preference List","Support vector machines;Sentiment analysis;Analytical models;Machine learning;Predictive models;Feature extraction;Data models","","1","","23","IEEE","22 Jun 2021","21-23 May 2021","21-23 May 2021","IEEE","IEEE Conferences"
"Fake News Analysis Using NPL","S. Singh; S. Kumar; R. Patidar","Department of Computer Science and Engineering, St.Peter’s Engineering College, Hyderabad, India; National Institute of Technology, Jamshedpur, India; Department of Electrical Engineering, OP Jindal University, Raigarh, India",2025 4th OPJU International Technology Conference (OTCON) on Smart Computing for Innovation and Advancement in Industry 5.0,"14 Jul 2025","2025","","","1","6","The advent of internet news platforms (such as Twitter digital press and Facebook, etc) and WWW has opened the way for proliferation of misleading information. Social media has gained its popularity for news consumption due to its easy reach, fast propagation and inexpensive thereby enabling the extensive spread of false news, i.e., news with knowingly false or fake information to misguide the reader. The explosive growth of fake news has great impact on justice, democracy, politics, public, news ecosystem and academic communities. The fake news spread through news blogs, social media and online newspapers has the potential of manipulating the outcomes of public opinion and views such as election. As high stakes are at risk the automatic detection of fake news is very important, which has not been yet fully investigated. Fake news has mainly two characteristics i.e., text and the title of any news title. This paper deals with detecting the fake news with the text, title and the combination of both on two real world datasets. We have studied and compared two feature extraction techniques i.e., count vectorizer and TfIdf vectorizer on 5 machine learning classifiers and also trained a state-of-art approach LSTM. The best classifier was found by comparing the results of accuracy, precision, recall, BAC, specificity and Roc curve. It has been found that Random Forest with feature extraction technique was the best classifier on the dataset with an accuracy of 86%.","","979-8-3315-3536-0","10.1109/OTCON65728.2025.11070847","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11070847","Fake information;News;Text;Natural Language processing;Machine Learning","Accuracy;Social networking (online);Biological system modeling;Voting;Blogs;Feature extraction;World Wide Web;Fake news;Long short term memory;Random forests","","","","13","IEEE","14 Jul 2025","9-11 April 2025","9-11 April 2025","IEEE","IEEE Conferences"
"Driving Change or Doubt? A Sentiment Analysis of Malaysian Reactions to Electric Vehicles","N. S. Jasni; N. Nasir; S. S. Januri","Faculty of Computing and Mathematics Sciences, Universiti Teknologi MARA, Shah Alam, Malaysia; Faculty of Computing and Mathematics Sciences, Universiti Teknologi MARA, Shah Alam, Malaysia; Faculty of Computing and Mathematics Sciences, Universiti Teknologi MARA Cawangan Negeri Sembilan, Negeri Sembilan, Malaysia",2025 IEEE 6th International Conference in Robotics and Manufacturing Automation (ROMA),"16 Sep 2025","2025","","","328","333","Electric vehicles (EVs) are gaining traction globally as a cleaner alternative to traditional fuel-powered cars. In Malaysia, while awareness is growing, public sentiment remains mixed shaped by concerns such as environmental benefits, pricing, infrastructure, and the risk of floods. This study investigates Malaysian public sentiment towards EV adoption through YouTube comments posted between 2020 and 2024, a period marked by significant EV development. The main objectives are to assess the nature of these sentiments (positive, neutral, negative) and to identify which machine learning classifier, Logistic Regression, Naive Bayes, or K-NN performs best in sentiment classification. Data was extracted using the YouTube API and preprocessed through techniques such as text cleaning, tokenization, and TF-IDF feature extraction. Sentiment polarity was determined using a lexicon-based method in RapidMiner, and classification models were evaluated using accuracy, precision, and recall. The findings revealed that neutral sentiment dominated (49.85%), followed by positive (35.58%) and negative (14.57%). Topic modelling via Latent Dirichlet Allocation (LDA) showed that issues like battery performance, charging infrastructure, and pricing were major areas of concern. Among the classifiers tested, Logistic Regression yielded the highest accuracy. This study recommends enhanced public communication on EV affordability and infrastructure readiness, especially in flood-prone areas. The insights can inform policymakers and industry players on how to address public concerns and accelerate sustainable transport adoption in alignment with SDG 11. Understanding public sentiment is not just technical, it is essential for building climate-resilient, future-ready urban mobility in Malaysia.","","979-8-3315-9996-6","10.1109/ROMA66616.2025.11155409","Universiti Teknologi MARA; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11155409","electric vehicle;sentiment analysis;machine learning","Sentiment analysis;Logistic regression;Video on demand;Machine learning;Pricing;Electric vehicles;Feature extraction;Web sites;Floods;Logistics","","","","23","IEEE","16 Sep 2025","20-22 Aug. 2025","20-22 Aug. 2025","IEEE","IEEE Conferences"
"An Extensive Analysis of Pattern Identification and Categorization","A. Vajpayee; P. P. Kaur; A. Sharma; A. Tiwari","Computer Science and Engineering, Parul University, Vadodara, India; Computer Science and Engineering, Apex Institute of Technology, Mohali, India; Computer Science and Engineering, Apex Institute of Technology, Mohali, India; Computer Science and Engineering, Apex Institute of Technology, Mohali, India",2024 International Conference on Advances in Computing Research on Science Engineering and Technology (ACROSET),"12 Nov 2024","2024","","","1","4","Pattern recognition and classification standards are important for data interpretation and decision-making processes in many fields. This article provides a comprehensive review of these two intersections, exploring their evolution, approaches, recent developments, and practical applications. We take a closer look at various applications in information modelling and classification, highlighting their advantages and limitations. We discuss simple processes such as supervised and unsupervised learning, emphasizing the role of features in effective representation. Classification algorithms their advantages, and limitations are described. The review continues to discuss the intersection of these areas and shows how they complement each other in solving problems. We also explore their diverse uses, from medical to autonomous driving, to demonstrate their transformative potential. This review aims to provide insight into recognition and classification standards, encouraging further research and innovation in these important areas.","","979-8-3503-8880-0","10.1109/ACROSET62108.2024.10743229","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10743229","Pattern Recognition;Classification Algorithms;Machine Learning;Artificial Intelligence;Feature Extraction;Image Recognition;Speech Recognition;(NLP)","Technological innovation;Reviews;Computational modeling;Finance;Transforms;Data models;Classification algorithms;Standards;Unsupervised learning;Biomedical imaging","","","","20","IEEE","12 Nov 2024","27-28 Sept. 2024","27-28 Sept. 2024","IEEE","IEEE Conferences"
"Wise-YOLOv8: An Enhanced Method for Insulating Gloves Detection","Z. An; P. Zhang; J. Zhou; J. Liu; Q. Xu","Guangzhou Power Supply Co., Ltd., Guangzhou, China; Guangzhou Power Supply Co., Ltd., Guangzhou, China; Guangzhou Power Supply Co., Ltd., Guangzhou, China; Guangzhou Power Supply Co., Ltd., Guangzhou, China; Guangzhou Power Supply Co., Ltd., Guangzhou, China","2024 6th International Conference on Internet of Things, Automation and Artificial Intelligence (IoTAAI)","2 Oct 2024","2024","","","46","51","In electrical scenarios, workers often need to wear insulated gloves for power operations. To reduce electric shock accidents caused by workers not wearing insulated gloves, this paper proposes the Wise-YOLOv8 model to detect whether workers are wearing insulated gloves in electrical scenarios. The algorithm incorporates the Efficient MultiScale Attention (EMA) mechanism, enabling model to concentrate more on relevant features and accurately locate the target region, thereby addressing occlusion issues in the samples. Additionally, The introduction of the Wise-IoU (WIoU) loss function aims to optimize object bounds regression. It uses a flexible nonlinear mechanism to cope with the negative gradient problem caused by extreme samples. This enhances the model's generalization and accuracy by focusing on common samples. Experimental results indicate a 1.5% enhancement in average accuracy compared to the unaltered YOLOv8 model, showcasing more accurate recognition of small targets such as insulated gloves.","","979-8-3503-8697-4","10.1109/IoTAAI62601.2024.10692936","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10692936","Electrical Scenarios;Insulated Gloves Detection;YOLOv8;Efficient MultiScale Attention;Wise-IoU","Accuracy;Attention mechanisms;Automation;Target recognition;Electric shock;Focusing;Personnel;Internet of Things;Artificial intelligence;Accidents","","","","21","IEEE","2 Oct 2024","26-28 July 2024","26-28 July 2024","IEEE","IEEE Conferences"
"A Review of Crime Investigation and Forecast by Deep Learning Methods","Nisha; V. K. Saroha","Department of CSE & IT, Bhagat Phool Singh Mahila MahaVishwavidyalaya, Sonepat; Department of CSE & IT, Bhagat Phool Singh Mahila MahaVishwavidyalaya, Sonepat",2025 Seventh International Conference on Computational Intelligence andCommunication Technologies (CCICT),"29 Jul 2025","2025","","","509","518","Crime analysis and prediction involve systematically identifying and understanding patterns and trends in criminal activity. By applying data mining techniques, we can analyse large datasets to uncover helpful information that helps solve crimes more efficiently. Deep learning, mainly through neural networks, plays a crucial role in recognising complex patterns in data. Even though data mining and deep learning have been widely used in various fields, their application in criminology has been limited, with few efforts made to compare the results of different approaches. Law enforcement agencies, such as various sheriff's offices and police stations, hold vast amounts of information that can be used to predict and analyse criminal behavior. The basic target of this paper is to review and compare analyses of different techniques, including NLP, advanced ML algorithms, and deep learning models like LSTM, which have been applied to criminal identification. The survey covers a variety of methods, including data clustering with Fuzzy C-Means, classification using Decision Trees and Naive Bays, and other supervised, semi-supervised, and unsupervised approaches. This paper presents a general idea of how these techniques contribute to crime analysis and prediction.","","979-8-3315-1135-7","10.1109/CCICT65753.2025.00083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11087994","Deep Learning (DL);Data Mining;Logistic Regression;Machine Learning (ML)","Deep learning;Surveys;Reviews;Law enforcement;Prediction methods;Prediction algorithms;Market research;Data mining;Pattern analysis;Long short term memory","","","","41","IEEE","29 Jul 2025","11-12 April 2025","11-12 April 2025","IEEE","IEEE Conferences"
"Sentence-Level Semantic Textual Similarity Using Word-Level Semantics","M. Shajalal; M. Aono","Department of Computer Science & Engineering, Bangladesh Army University of Science and Technology, Saidpur, Nilphamari, Bangladesh; Department of Computer Science & Engineering, Toyohashi University of Technology, Toyohashi, Aichi, Japan",2018 10th International Conference on Electrical and Computer Engineering (ICECE),"7 Feb 2019","2018","","","113","116","Estimating semantic textual similarity between sentences is indispensable for many information retrieval tasks. Traditional lexical similarity measures cannot compute the similarity beyond a trivial level. Moreover, they only can capture textual similarity, but not semantic. Researchers proposed methods using a variety of approaches. In this paper, we propose a novel method for semantic textual similarity that leverages word-level semantics to compute the sentence-level semantic similarity. We introduced two new semantic similarity measures based on word-embedding models trained on two different corpora. Apart from these, another semantic similarity measure is also introduced using the word sense comparison. The similarity score between the sentence-pair is then computed by applying a linear ranking approach to all proposed measures with their importance estimated employing a linear regression model. We conducted experiments using the SemEval Semantic Textual Similarity (STS-2017) test collections. The experimental results demonstrated that our method is effective for measuring semantic textual similarity and outperformed some known related methods.","","978-1-5386-7482-6","10.1109/ICECE.2018.8636779","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8636779","Semantic Similarity;Word-embedding;Word-level Semantics","Semantics;Computational modeling;Encyclopedias;Task analysis;Electronic publishing;Internet","","4","","19","IEEE","7 Feb 2019","20-22 Dec. 2018","20-22 Dec. 2018","IEEE","IEEE Conferences"
"A Review of Different Content-Based Phishing Email Detection Methods","R. S. Al-Yozbaky; M. Alanezi","Computer Sciences Department, College of Computer Sciences & Mathematics, Mosul University, Mosul, Iraq; Computer Sciences Department, College of Computer Sciences & Mathematics, Mosul University, Mosul, Iraq",2023 9th International Engineering Conference on Sustainable Technology and Development (IEC),"22 Feb 2024","2023","","","20","25","Phishing emails are the biggest issue affecting internet services today, as they cause financial losses to businesses and annoy users. Because of the lack of NLP for the Arabic language and the fact that this language has a rich vocabulary that delivers the same grammar and meaning, methods that use the NLP principles also have many limitations and display a flawed performance, especially with regards to the non-English languages (such as Arabic languages). In this review, the researchers have outlined the methods and techniques that can be used for detecting phishing emails depending on their content. As a result, the attackers frequently devise new ways to develop their attacks and choose new procedures, words, and strategies that enable these techniques to work indefinitely, there is a significant gap in the detection of phishing attacks.","2832-8310","979-8-3503-3506-4","10.1109/IEC57380.2023.10438812","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10438812","Phishing email detection;NLP;Machine Learning;Deep Learning","Support vector machines;Vocabulary;Reviews;Phishing;Web and internet services;IEC;Electronic mail","","3","","53","IEEE","22 Feb 2024","21-23 Feb. 2023","21-23 Feb. 2023","IEEE","IEEE Conferences"
"Exploring Approaches to Optimize the Performance of Predictive Coding on Multilanguage Data Sets","C. J. Mahoney; N. Huber-Fliflet; P. Gronvall; C. Clark; J. Zhang; F. Wei; Q. Mao","e-Discovery Cleary, Gottlieb Steen & Hamilton LLP., Washington, D.C., USA; Data & Technology, Ankura Consulting Group, LLC, Washington, D.C., USA; Data & Technology, Ankura Consulting Group, LLC, Washington, D.C., USA; Data & Technology, Ankura Consulting Group, LLC, Washington, D.C., USA; Data & Technology, Ankura Consulting Group, LLC, Washington, D.C., USA; Data & Technology, Ankura Consulting Group, LLC, Washington, D.C., USA; Data & Technology, Ankura Consulting Group, LLC, Washington, D.C., USA",2023 IEEE International Conference on Big Data (BigData),"22 Jan 2024","2023","","","1774","1781","Predictive modeling - known in the legal industry as ‘predictive coding’ or ‘Technology Assisted Review (TAR)’ - is a popular tool used by legal professionals to augment a historically manual document review and classification process in responding to data requests for various legal proceedings. It has become more commonplace over the past decade due to its proven ability to minimize manual document classification, thus reducing the time and cost associated with this aspect of legal proceedings. There is significant research supporting the effectiveness of this technology that includes topics, such as identifying the most performant machine learning algorithms (e.g., logistic regression) or establishing the best methodologies for selecting representative training and testing data. Primarily, this research has been performed without a focus on multilanguage data sets because many legal proceedings typically involve one primary, dominant language. As acceptance of predictive modeling technology grows, legal practitioners have developed independent preferences for handling multiple languages in data sets. These preferences have been primarily based on anecdotal experience rather than empirical assessments and have resulted in two modeling approaches. The first approach uses a single model, which is less complex, and more cost effective than the next approach. The second develops multiple language-specific models, which can create workflow complexity that may impact the overall cost savings that predictive coding seeks to achieve. Proponents of the second approach believe that creating models per language results in better performance over a single model approach. In this study, we empirically explore the performance differences between the two approaches - single model and multiple language-specific models. We hypothesize that a single model approach performs similarly to a language-specific modeling approach when classifying documents for relevance. We evaluate both approaches by comparing their resulting precision-recall curves across real-world test data from legal document review projects. Excitingly, our results demonstrate that in most scenarios, a single model (trained with multiple languages) approach will perform as well, or sometimes better than the approach that uses a group of language-specific models. The results of our research provide a roadmap for legal practitioners and other parties to thoughtfully engage in dialogue around the most effective way to deploy predictive coding within a multilanguage data set. This research will change how predictive models are deployed for multilanguage data sets across the legal industry and enable significant cost savings for clients and legal practitioners by utilizing the most efficient modeling method.","","979-8-3503-2445-7","10.1109/BigData59044.2023.10386533","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10386533","text classification;predictive coding;technology assisted review;electronic discover;eDiscovery;e-Discovery;foreign language;machine learning;NLP","Industries;Training;Costs;Correlation;Law;Text categorization;Manuals","","1","","6","IEEE","22 Jan 2024","15-18 Dec. 2023","15-18 Dec. 2023","IEEE","IEEE Conferences"
"On the measurements of the dielectric constant and dissipation factor of various elastomers","L. Nasrat; R. M. Sharkawy","Electrical Power and Machines Department, South Valley University, Aswan, Egypt; Electrical and Control Engineering Department, Arab Academy for Science and Technology, Cairo, Egypt",2012 IEEE International Power Modulator and High Voltage Conference (IPMHVC),"23 May 2013","2012","","","386","390","This paper depicts an ongoing research on the study of the electrical properties variation of various elastomer materials with frequency and temperature variations. Based on the experimental results, an intelligent prediction method for the electrical properties is devised and tested. Results of this method are compared to traditional curve fitting techniques.","","978-1-4673-1225-7","10.1109/IPMHVC.2012.6518761","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6518761","Elastomers;dielectric properties;regression models;neural networks","Elastomers;Dielectric constant;Frequency measurement;Temperature measurement;Dielectric measurement;Rubber;Permittivity;Curve fitting;Resistance;Dielectrics","","","","8","IEEE","23 May 2013","3-7 June 2012","3-7 June 2012","IEEE","IEEE Conferences"
"From Raw to Synthetic: Evaluating LLM-Based Data Augmentation for Sentiment Analysis","B. Tekinay; M. Alp Tocoglu","Department of Software Engineering, Graduate School of Natural and Applied Sciences, İzmir Kâtip Çelebi University, İzmir, Türkiye; Department of Computer Engineering, İzmir Kâtip Çelebi University, İzmir, Türkiye",IEEE Access,"20 Feb 2026","2026","14","","25747","25769","This study examines the impact of large language model-based data augmentation on Turkish sentiment analysis by analyzing how synthetic data influences model performance across different dataset configurations. A balanced corpus of hotel and movie reviews labeled with positive and negative sentiments was used to construct six dataset variants: Raw, Raw+GPT, Raw+Claude, Raw+GPT+Claude, GPT-only, and Claude-only. Synthetic samples were generated through zero-shot prompting using GPT-4o and Claude models and incorporated exclusively into the training set. Multiple classifiers—including Naive Bayes, SVM, Logistic Regression, CNN, LSTM, and BERT—were trained and evaluated using accuracy, precision, recall, and F1-score metrics. Experimental results reveal that while synthetic-only datasets lead to substantial performance degradation, hybrid datasets (Raw + Synthetic) achieve results statistically comparable to the Raw dataset, demonstrating that synthetic reviews can effectively complement real data. These findings highlight that large language model-generated synthetic data, when combined with authentic samples, preserves model robustness while expanding training diversity, offering a practical solution for low-resource language datasets.","2169-3536","","10.1109/ACCESS.2026.3664756","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11395951","Data augmentation;large language models;low-resource languages;sentiment analysis;synthetic data;synthetic data quality;transformer-based models;Turkish NLP;zero-shot prompting","Data models;Synthetic data;Reviews;Data augmentation;Training;Sentiment analysis;Robustness;Analytical models;Transformers;Linguistics","","","","69","CCBY","13 Feb 2026","2026","","IEEE","IEEE Journals"
"Leveraging Feature Headers to Learn Sparse and Semantically Pertinent Linear Models","S. Janpuangtong","Department of Science and Technology, Songkhla Rajabhat University, Songkhla, Thailand",2022 26th International Computer Science and Engineering Conference (ICSEC),"24 Feb 2023","2022","","","1","6","Readily available data and software tools have turned ""analytics"" into a game anyone can play. But genuine, serious modeling demands prudence: domain experts routinely use their knowledge to assess the relevance of various input features and to be judicious with model selection criteria. While engaged in analysis, they marshal knowledge to consider the meaning of the data involved. Seeking to automate and reproduce such aspects, the present paper proposes a framework that makes use of semantics latent within given feature headers to help produce sparse and semantically pertinent linear models, rather than exploiting mere correlations or (potentially spurious) patterns. This framework enables a model builder to employ both features’ data and certain semantic information derived from their headers to search for an optimal feature subset in order to improve generalization of a linear model being built. To do so, a characteristic called ""semantic inconsistency"" is formulated in order to quantify the degree of conflict between weights learned from data and the amount of relationship between a set of input features and the output being predicted in the semantic space. Using this quantity, semantic information can be incorporated into a regularization procedure in a manner that is quite general and may be computed from any form of background knowledge. The results obtained from validating the framework with four datasets indicate that taking the semantics of features into account can improve model generalization: the approach is shown to perform better than classic linear regression and regularization techniques that consider only complexity of learned models.","","978-1-6654-9198-3","10.1109/ICSEC56337.2022.10049377","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10049377","semantic inconsistency;regularization;word embeddings","Correlation;Computational modeling;Semantics;Redundancy;Linear regression;Data integration;Games","","","","31","IEEE","24 Feb 2023","21-23 Dec. 2022","21-23 Dec. 2022","IEEE","IEEE Conferences"
